precision,recall,f1-score,support
0.9454545454545454,0.8715083798882681,0.9069767441860465,358.0
0.7835820895522388,0.7317073170731707,0.7567567567567568,287.0
0.9575971731448764,0.7742857142857142,0.8562401263823065,350.0
0.6590389016018307,0.891640866873065,0.7578947368421053,323.0
0.8201820940819423,0.8201820940819423,0.8201820940819423,0.8201820940819423
0.8364181774383729,0.8172855695300546,0.8194670910418038,1318.0
0.8432392737422745,0.8201820940819423,0.824257137967831,1318.0
