EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;SessionID;Timestamp
1;-1;0;12;3;1;1;-3;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.1709
2;-2;0;-18;0;3;-1;-1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.1729
-3;-3;-1;21;1;0;-5;0;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.1729
-5;-3;0;-1;-3;-2;-3;-1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.1729
-2;2;-4;-9;-6;-5;-4;-1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.2398
2;3;-3;-3;1;-3;0;-4;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.2398
3;2;-1;-4;-1;-1;6;-5;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.3310
1;-2;-2;1;-2;1;3;-5;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.3310
-1;-1;1;0;3;1;-3;3;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.3350
-2;-1;1;3;0;-2;-2;0;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.3350
-1;0;-1;-5;-1;0;-1;-2;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.4572
-2;-2;-4;2;-1;-1;-1;-2;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.4572
-1;-1;-2;-12;-6;0;0;-3;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.4582
-1;1;0;6;-1;-2;1;1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.4582
-1;1;5;-1;2;0;-4;-5;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.4662
-1;-1;-7;-12;-6;-5;-3;-2;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.4662
1;-3;-2;-7;-6;-5;1;0;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.4672
1;0;0;1;-2;-2;1;2;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.4672
1;1;2;4;1;1;-2;3;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.4682
1;0;1;0;-2;-2;-3;1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.4682
-2;1;4;-3;-4;-1;-2;1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.5250
-2;-1;-3;-3;-4;1;0;-3;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.5250
0;1;1;9;4;0;3;-1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.5390
1;-2;-1;-4;-2;-1;0;-1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.5390
2;-1;13;5;1;-2;-2;2;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.6293
0;-1;-20;-6;-3;-3;-1;0;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.6303
-2;-3;5;-35;-15;-1;-1;0;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.6602
0;0;-1;49;10;4;0;-3;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.6602
-2;-3;-3;-2;-2;1;0;-4;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.6891
-3;-1;5;6;1;1;-1;-2;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.6891
-2;-3;-6;1;-2;-1;0;3;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.7649
1;0;2;-7;0;0;0;1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.7649
1;1;0;7;-2;-6;-1;-4;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.7739
-2;0;-6;-1;1;-2;-1;-1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.7739
-2;-1;-4;-13;-9;-1;2;1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.7749
0;0;0;2;2;1;-1;-2;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.7749
-4;-1;-6;-20;-10;-3;-3;-5;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.7958
-2;1;-1;5;-3;-1;-1;-3;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.7958
-3;-3;0;-5;-1;-3;0;-2;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.8028
0;-1;0;-8;-7;1;1;-3;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.8028
-2;4;11;15;-4;-5;-4;-4;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.8058
0;0;11;-18;1;-3;0;-2;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.8058
1;-3;-1;21;0;-3;2;1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.8118
0;-6;-5;-15;-3;-2;-2;-1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.8118
0;0;-4;-7;-2;2;1;1;326c24d3-c82a-4572-9f99-2b382545c4da;2025-05-08 09:56:11.8128
