EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;SessionID;Timestamp
-4;0;-1;2;1;0;-1;1;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7561
0;0;-2;0;1;0;0;0;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7591
-4;2;-1;0;-1;0;-2;-2;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7591
-1;-1;-1;-2;-2;-1;1;-2;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7591
0;1;-1;-1;-1;0;1;-2;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7601
9;-8;-2;-1;-1;-1;0;-2;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7601
-7;4;-1;0;1;-2;-1;0;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7601
-4;-1;-1;0;0;-1;1;-3;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7601
2;3;-1;-1;-1;-1;-2;-2;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7800
4;-4;-2;-2;-1;-1;-1;-2;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7800
-1;0;-1;-1;-2;0;0;-1;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7950
0;0;-1;0;-2;0;-3;-1;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7950
2;-3;-1;-1;0;-2;0;-1;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7960
-5;2;1;-1;-1;0;0;-2;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7970
2;-3;-1;0;-2;-1;-1;0;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7970
-2;0;0;-1;-3;-1;0;2;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.7970
-1;2;2;-1;-1;0;1;1;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.8324
-6;2;-1;-1;1;-1;-2;1;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.8324
3;-2;-1;-2;-1;0;0;0;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.8324
3;-3;-1;-1;-1;0;0;-1;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.8324
-1;-2;-1;-1;-1;-2;0;-1;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.8344
-5;0;-2;0;-3;-1;-1;-1;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.8344
0;-1;-2;-3;-1;-3;-2;-1;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.8553
-4;-3;-1;-1;0;-1;-1;0;1bcda66c-d83d-448a-914a-01be3a113b89;2025-05-02 14:43:17.8553
