EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;SessionID;Timestamp
-4;2;4;7;5;1;15;-6;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1206
0;2;-3;-3;-18;-2;-2;5;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1235
5;-2;-6;-12;-1;0;-8;4;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1235
-1;-1;0;-1;-7;-6;4;4;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1235
-5;-6;-2;3;5;-2;1;-14;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1235
-2;2;-1;0;9;1;-5;-3;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1235
2;1;-1;-5;-15;-2;-2;2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1235
0;-2;3;1;-8;-4;3;-1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1235
-1;-5;-1;-3;6;2;6;-1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1235
-3;-4;-4;2;6;0;-1;-2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1235
0;-6;-7;-9;-6;-4;-9;2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1345
0;0;1;0;-3;-4;1;-1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1345
0;8;19;9;7;2;3;1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1455
0;-2;-3;3;12;4;-5;-1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1455
-1;-9;-7;-5;-6;-1;-6;2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1495
0;1;-5;-5;-10;-5;4;-3;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1495
-2;1;5;5;5;-2;0;-1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1645
-3;1;-1;-1;6;2;-7;-3;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1645
1;2;7;5;-2;4;0;2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1799
0;-5;-3;6;-3;-1;3;-2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1799
0;1;-3;5;3;-1;-3;0;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1899
1;0;-1;-5;0;0;-1;2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.1899
0;-1;3;6;4;-4;7;-2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2288
-3;5;11;6;6;0;5;-6;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2288
0;2;-1;3;7;2;-3;0;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2288
0;-4;-5;-3;-9;-3;-9;3;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2298
0;1;2;6;-9;-6;1;-1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2328
-5;-2;3;5;7;1;3;-2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2328
-4;-1;-8;-4;4;1;-1;0;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2328
2;3;-4;-13;-7;2;-7;3;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2328
0;0;3;-1;-9;-4;1;-1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2398
-4;-10;-4;6;3;-6;3;-5;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2398
-3;0;-1;-5;8;3;0;-1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2468
3;-2;-2;-7;-5;0;-7;3;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2468
-1;-2;3;-1;-8;-5;0;-3;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2547
-4;0;-14;-15;-6;-7;0;-5;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2547
-1;1;4;7;9;4;-3;1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2697
0;-5;-8;-9;-7;-4;-3;1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2697
1;2;5;-1;-6;-4;4;-1;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2777
-1;2;9;13;6;1;3;-2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.2777
2;1;1;-4;2;0;-2;-3;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.3006
0;-3;-7;-3;-3;1;1;-2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.3006
0;2;-1;2;-5;-3;0;0;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.3006
-4;-5;-4;-4;5;-1;0;-4;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.3006
-2;-1;-3;-2;0;-2;-6;-3;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.3146
0;6;14;3;-1;2;-1;-2;bb9293f0-530d-48fd-8ddc-95e548180fdf;2025-05-05 14:48:23.3146
