EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,GoalGesture,ActiveCubeX,ActiveCubeY,ActiveCubeZ,TrackerX,TrackerY,TrackerZ
-15,-1,-2,-3,-3,-3,-9,-24,fist,0.0,1.0,0.6,0.1113318,1.031875,0.30436
-3,2,1,0,-5,-16,-36,2,fist,0.0,1.0,0.6,0.1113338,1.032216,0.3048013
3,3,0,-3,-2,2,8,2,fist,0.0,1.0,0.6,0.1113338,1.032216,0.3048013
-10,-2,1,1,-3,20,10,-2,fist,0.0,1.0,0.6,0.1113338,1.032216,0.3048013
12,-2,-2,3,9,-4,2,-8,fist,0.0,1.0,0.6,0.1113338,1.032216,0.3048013
5,1,2,4,1,5,16,0,fist,0.0,1.0,0.6,0.1111819,1.032175,0.3046763
3,-4,-4,0,-1,4,-7,-6,fist,0.0,1.0,0.6,0.1111819,1.032175,0.3046763
-18,-3,-4,-6,-7,0,-25,-2,fist,0.0,1.0,0.6,0.1111819,1.032175,0.3046763
23,7,1,3,13,-5,24,-8,fist,0.0,1.0,0.6,0.1111819,1.032175,0.3046763
-11,-1,-1,-2,-11,-1,-2,-6,fist,0.0,1.0,0.6,0.1114324,1.032039,0.3044537
19,0,-1,3,5,5,-1,0,fist,0.0,1.0,0.6,0.1114324,1.032039,0.3044537
-5,-1,-4,-4,11,-13,6,-3,fist,0.0,1.0,0.6,0.1114324,1.032039,0.3044537
-13,-4,-1,-3,-11,-6,-11,-8,fist,0.0,1.0,0.6,0.1114324,1.032039,0.3044537
-10,-4,-3,-1,-2,7,35,-1,fist,0.0,1.0,0.6,0.1114324,1.032039,0.3044537
7,2,0,0,2,-14,-8,-3,fist,0.0,1.0,0.6,0.1114324,1.032039,0.3044537
4,-1,-2,-1,-3,5,1,-9,fist,0.0,1.0,0.6,0.1114324,1.032039,0.3044537
-4,-3,-2,-1,-1,3,2,1,fist,0.0,1.0,0.6,0.1114324,1.032039,0.3044537
0,0,0,-2,1,-5,-3,0,fist,0.0,1.0,0.6,0.1114579,1.03189,0.3042181
-21,-2,-2,-6,-13,-10,5,9,fist,0.0,1.0,0.6,0.1114579,1.03189,0.3042181
13,0,0,0,-2,-7,-2,-9,fist,0.0,1.0,0.6,0.1114579,1.03189,0.3042181
-16,-1,0,2,-3,1,-31,-5,fist,0.0,1.0,0.6,0.1114579,1.03189,0.3042181
21,2,-1,3,2,0,-7,1,fist,0.0,1.0,0.6,0.1114402,1.032025,0.3045619
-20,-3,-2,-1,0,1,6,-27,fist,0.0,1.0,0.6,0.1114402,1.032025,0.3045619
9,3,2,0,-4,-1,6,12,fist,0.0,1.0,0.6,0.1114402,1.032025,0.3045619
-19,-7,-4,-2,-10,-8,-36,-9,fist,0.0,1.0,0.6,0.1114402,1.032025,0.3045619
24,-4,-3,-4,7,0,12,-1,fist,0.0,1.0,0.6,0.111326,1.031741,0.304248
1,2,2,-1,6,9,-24,11,fist,0.0,1.0,0.6,0.111326,1.031741,0.304248
5,1,0,-3,-8,-6,28,-1,fist,0.0,1.0,0.6,0.1112451,1.03197,0.3043808
-6,0,0,2,-10,-5,-8,-2,fist,0.0,1.0,0.6,0.1112451,1.03197,0.3043808
2,0,-2,0,3,-2,12,0,fist,0.0,1.0,0.6,0.1111886,1.031913,0.3043458
-13,-4,-1,-2,9,4,-4,0,fist,0.0,1.0,0.6,0.1111886,1.031913,0.3043458
-7,-1,1,2,-4,3,-20,-5,fist,0.0,1.0,0.6,0.1111886,1.031913,0.3043458
7,0,-1,-1,20,-1,19,10,fist,0.0,1.0,0.6,0.1111886,1.031913,0.3043458
3,1,-3,-8,-13,-5,1,-8,fist,0.0,1.0,0.6,0.1111917,1.031687,0.3042566
-13,-2,-1,-4,-7,9,-17,3,fist,0.0,1.0,0.6,0.1111917,1.031687,0.3042566
6,-1,-2,3,12,-27,-7,-1,fist,0.0,1.0,0.6,0.1111917,1.031687,0.3042566
-9,0,2,2,-2,-2,0,-8,fist,0.0,1.0,0.6,0.1111917,1.031687,0.3042566
-7,2,1,0,-4,9,15,5,fist,0.0,1.0,0.6,0.1111434,1.031614,0.3042685
-6,0,-2,-5,-15,-8,-1,2,fist,0.0,1.0,0.6,0.1111434,1.031614,0.3042685
7,-3,-1,0,3,-8,-33,-12,fist,0.0,1.0,0.6,0.111126,1.031304,0.3039813
32,3,0,-3,2,2,22,24,fist,0.0,1.0,0.6,0.111126,1.031304,0.3039813
-23,-1,1,3,-2,1,-13,-7,fist,0.0,1.0,0.6,0.1110923,1.031286,0.3043019
-17,-3,0,0,-1,-6,5,-6,fist,0.0,1.0,0.6,0.1110923,1.031286,0.3043019
19,1,-1,-4,-6,4,16,3,fist,0.0,1.0,0.6,0.1110923,1.031286,0.3043019
1,3,-3,-1,3,3,26,1,fist,0.0,1.0,0.6,0.1110923,1.031286,0.3043019
-4,-1,0,2,-4,-2,-24,1,fist,0.0,1.0,0.6,0.1112232,1.030849,0.303866
-4,-1,1,-2,1,-2,1,-3,fist,0.0,1.0,0.6,0.1112232,1.030849,0.303866
16,-2,-1,-2,-3,4,5,-4,fist,0.0,1.0,0.6,0.1112232,1.030849,0.303866
-2,-2,-3,-3,-3,-4,-8,-3,fist,0.0,1.0,0.6,0.1112232,1.030849,0.303866
1,1,0,-3,-2,4,-3,-3,fist,0.0,1.0,0.6,0.1112803,1.030795,0.3042229
-8,-3,-3,5,2,-8,-25,-1,fist,0.0,1.0,0.6,0.1112803,1.030795,0.3042229
1,1,5,-2,-4,12,35,16,fist,0.0,1.0,0.6,0.1112803,1.030795,0.3042229
-5,-2,-1,-3,-9,-9,-13,2,fist,0.0,1.0,0.6,0.1112803,1.030795,0.3042229
-5,-3,-4,0,0,-9,3,-4,fist,0.0,1.0,0.6,0.1111943,1.030514,0.3042585
16,-1,1,2,18,12,3,-1,fist,0.0,1.0,0.6,0.1111943,1.030514,0.3042585
-14,-4,-4,-6,-9,-2,-19,-1,fist,0.0,1.0,0.6,0.1111943,1.030514,0.3042585
-13,5,2,1,3,1,10,-2,fist,0.0,1.0,0.6,0.1111943,1.030514,0.3042585
-6,-4,-1,0,-7,-5,2,-5,fist,0.0,1.0,0.6,0.1113364,1.030236,0.3041931
-14,-3,1,1,-5,-4,4,-2,fist,0.0,1.0,0.6,0.1113364,1.030236,0.3041931
-1,-1,1,4,7,1,10,4,fist,0.0,1.0,0.6,0.1113364,1.030236,0.3041931
29,1,-4,-2,1,1,-7,-5,fist,0.0,1.0,0.6,0.1113364,1.030236,0.3041931
0,-1,-2,-1,-5,3,-1,5,fist,0.0,1.0,0.6,0.1111512,1.030407,0.3044673
8,-2,-4,-4,-2,-12,-5,-2,fist,0.0,1.0,0.6,0.1111512,1.030407,0.3044673
-25,-7,-5,-2,0,-9,-27,-13,fist,0.0,1.0,0.6,0.1111512,1.030407,0.3044673
0,-1,2,-5,-4,12,33,32,fist,0.0,1.0,0.6,0.1111512,1.030407,0.3044673
7,3,2,7,-2,-2,6,3,fist,0.0,1.0,0.6,0.110858,1.030235,0.3043891
-8,-1,-2,-5,-12,-2,-4,3,fist,0.0,1.0,0.6,0.110858,1.030235,0.3043891
12,-1,-3,-5,-2,0,22,6,fist,0.0,1.0,0.6,0.1107345,1.030269,0.3047558
-6,-1,1,-3,-10,-5,-23,-8,fist,0.0,1.0,0.6,0.1107345,1.030269,0.3047558
-3,-2,1,10,10,1,-28,6,fist,0.0,1.0,0.6,0.1107077,1.030229,0.3047891
-3,-2,1,3,1,2,-1,-10,fist,0.0,1.0,0.6,0.1107077,1.030229,0.3047891
4,4,-2,-3,-2,10,20,3,fist,0.0,1.0,0.6,0.1107077,1.030229,0.3047891
-5,3,-2,-1,-5,-10,12,-5,fist,0.0,1.0,0.6,0.1107077,1.030229,0.3047891
4,-5,-4,-1,6,10,-6,-1,fist,0.0,1.0,0.6,0.1109868,1.03025,0.3048337
-11,-2,-2,-1,4,5,25,-6,fist,0.0,1.0,0.6,0.1109868,1.03025,0.3048337
16,-3,-1,-1,-8,-10,-38,-3,fist,0.0,1.0,0.6,0.1109868,1.03025,0.3048337
-16,-3,-1,-3,-5,5,-1,-9,fist,0.0,1.0,0.6,0.1109868,1.03025,0.3048337
-1,0,-1,0,3,-10,-10,0,fist,0.0,1.0,0.6,0.1110751,1.030062,0.3045862
-4,0,-1,-4,-6,-1,10,-5,fist,0.0,1.0,0.6,0.1110751,1.030062,0.3045862
-5,-4,-1,1,-12,0,-15,2,fist,0.0,1.0,0.6,0.1110751,1.030062,0.3045862
-17,0,3,2,7,-3,10,7,fist,0.0,1.0,0.6,0.1110751,1.030062,0.3045862
42,1,0,-1,-9,-3,-29,-4,fist,0.0,1.0,0.6,0.1111143,1.030288,0.3048588
-27,0,0,4,14,-2,10,13,fist,0.0,1.0,0.6,0.1111143,1.030288,0.3048588
1,-1,-4,-5,-7,-6,16,-1,fist,0.0,1.0,0.6,0.1111718,1.030272,0.3048885
-2,-7,-7,-5,-5,-7,-32,-14,fist,0.0,1.0,0.6,0.1111718,1.030272,0.3048885
-7,-1,2,-2,4,26,61,3,fist,0.0,1.0,0.6,0.1114007,1.030033,0.3046019
11,4,3,1,-2,-15,2,-5,fist,0.0,1.0,0.6,0.1114007,1.030033,0.3046019
3,3,4,4,8,16,-7,-2,fist,0.0,1.0,0.6,0.1113791,1.030133,0.305003
-2,-2,-4,-2,-5,10,-3,-1,fist,0.0,1.0,0.6,0.1113791,1.030133,0.305003
-1,-4,-3,2,17,-8,5,4,fist,0.0,1.0,0.6,0.1114112,1.030131,0.3050296
7,-2,2,-1,-11,17,-1,2,fist,0.0,1.0,0.6,0.1114112,1.030131,0.3050296
-14,-3,-4,-3,8,-7,4,-1,fist,0.0,1.0,0.6,0.1114909,1.029834,0.3047103
0,-2,-3,-1,3,-3,-45,-8,fist,0.0,1.0,0.6,0.1114909,1.029834,0.3047103
-10,-2,1,0,9,2,-7,-3,fist,0.0,1.0,0.6,0.1114844,1.029816,0.3050799
-7,-2,-1,-7,-18,-1,5,1,fist,0.0,1.0,0.6,0.1114844,1.029816,0.3050799
3,-4,-3,0,-4,-6,-1,7,fist,0.0,1.0,0.6,0.1114844,1.029816,0.3050799
28,0,1,1,-2,-10,-4,-15,fist,0.0,1.0,0.6,0.1114844,1.029816,0.3050799
-13,4,3,0,-1,-2,-9,5,fist,0.0,1.0,0.6,0.111662,1.029423,0.3047314
-16,-3,-4,2,0,-10,-42,-6,fist,0.0,1.0,0.6,0.111662,1.029423,0.3047314
-12,0,-2,-2,2,14,72,8,fist,0.0,1.0,0.6,0.11172,1.029676,0.3046898
29,0,-1,-7,-1,-7,-1,-17,fist,0.0,1.0,0.6,0.11172,1.029676,0.3046898
12,-6,-4,-3,-2,-4,-27,-6,fist,0.0,1.0,0.6,0.11172,1.029676,0.3046898
13,6,2,3,-6,-3,18,0,fist,0.0,1.0,0.6,0.11172,1.029676,0.3046898
-15,-1,0,2,0,4,-35,-5,fist,0.0,1.0,0.6,0.1117771,1.029639,0.3047054
-7,-5,-1,2,9,1,10,1,fist,0.0,1.0,0.6,0.1117771,1.029639,0.3047054
-3,0,-1,-4,-3,-1,-8,3,fist,0.0,1.0,0.6,0.1116873,1.029375,0.3044065
-2,-4,-4,-4,-16,2,-10,17,fist,0.0,1.0,0.6,0.1116873,1.029375,0.3044065
-3,3,0,-1,6,-7,-4,0,fist,0.0,1.0,0.6,0.1116873,1.029375,0.3044065
22,5,3,10,-1,0,19,-2,fist,0.0,1.0,0.6,0.1116873,1.029375,0.3044065
-13,-2,-6,-3,5,10,-11,-15,fist,0.0,1.0,0.6,0.1117324,1.029668,0.3046385
-1,-3,-2,0,14,-3,12,5,fist,0.0,1.0,0.6,0.1117324,1.029668,0.3046385
-20,-2,0,-3,-10,-9,-8,6,fist,0.0,1.0,0.6,0.1117324,1.029668,0.3046385
-4,-5,-4,-4,6,-1,-15,-3,fist,0.0,1.0,0.6,0.1117324,1.029668,0.3046385
-4,-2,-2,-5,-7,-13,-2,1,fist,0.0,1.0,0.6,0.112085,1.029568,0.3045322
21,0,-1,2,3,-10,-10,-5,fist,0.0,1.0,0.6,0.112085,1.029568,0.3045322
2,-3,-4,-4,3,21,24,-4,fist,0.0,1.0,0.6,0.112085,1.029568,0.3045322
-8,0,0,2,-4,-3,10,-4,fist,0.0,1.0,0.6,0.112085,1.029568,0.3045322
-7,-1,-1,3,-3,4,-5,-7,fist,0.0,1.0,0.6,0.1122464,1.029264,0.3041369
2,-2,0,-4,-2,-9,19,6,fist,0.0,1.0,0.6,0.1122464,1.029264,0.3041369
11,-1,0,0,-1,-3,-32,1,fist,0.0,1.0,0.6,0.1122464,1.029264,0.3041369
-6,-2,1,2,-2,4,-5,2,fist,0.0,1.0,0.6,0.1122464,1.029264,0.3041369
6,-2,-1,-7,-3,3,0,2,fist,0.0,1.0,0.6,0.1123043,1.029349,0.3043005
-7,-2,-3,0,-2,-5,-5,-8,fist,0.0,1.0,0.6,0.1123043,1.029349,0.3043005
-8,0,-2,-5,2,0,-3,5,fist,0.0,1.0,0.6,0.1123043,1.029349,0.3043005
-23,0,-1,4,-7,-8,-23,-10,fist,0.0,1.0,0.6,0.1123043,1.029349,0.3043005
7,-1,-1,-2,-6,6,18,4,fist,0.0,1.0,0.6,0.1120759,1.029044,0.3039098
13,2,3,6,7,-10,-11,-7,fist,0.0,1.0,0.6,0.1120759,1.029044,0.3039098
-15,-2,-2,3,8,7,-10,0,fist,0.0,1.0,0.6,0.1120414,1.029098,0.304251
-21,-3,-1,-3,-11,0,9,-4,fist,0.0,1.0,0.6,0.1120414,1.029098,0.304251
-11,1,-2,-1,2,-10,8,-2,fist,0.0,1.0,0.6,0.1120506,1.029063,0.3042454
6,-1,-4,-3,-4,23,20,21,fist,0.0,1.0,0.6,0.1120506,1.029063,0.3042454
9,-2,-1,-1,-5,-8,-13,-6,fist,0.0,1.0,0.6,0.1120506,1.029063,0.3042454
-5,-3,-4,4,5,-5,-20,1,fist,0.0,1.0,0.6,0.1120506,1.029063,0.3042454
-4,-1,1,-2,-13,-3,4,-3,fist,0.0,1.0,0.6,0.1122172,1.028847,0.3039621
-4,5,0,3,1,-10,5,-42,fist,0.0,1.0,0.6,0.1122172,1.028847,0.3039621
8,-11,0,1,9,11,1,17,fist,0.0,1.0,0.6,0.1122172,1.028847,0.3039621
5,8,1,-4,-8,2,11,3,fist,0.0,1.0,0.6,0.1122172,1.028847,0.3039621
-28,-4,-1,-2,-4,-9,-7,-10,fist,0.0,1.0,0.6,0.112514,1.028526,0.3035893
12,11,2,2,3,0,-2,-1,fist,0.0,1.0,0.6,0.112514,1.028526,0.3035893
8,0,-1,-2,-6,-5,-14,-9,fist,0.0,1.0,0.6,0.112514,1.028526,0.3035893
8,-10,-2,-3,-1,-6,24,-2,fist,0.0,1.0,0.6,0.112514,1.028526,0.3035893
-11,-5,-4,-6,3,11,16,2,fist,0.0,1.0,0.6,0.1124628,1.028595,0.3040191
1,-1,1,0,-3,-6,-14,-2,fist,0.0,1.0,0.6,0.1124628,1.028595,0.3040191
-21,-4,-2,-5,-8,3,-6,6,fist,0.0,1.0,0.6,0.1124628,1.028595,0.3040191
3,4,3,6,3,-8,10,11,fist,0.0,1.0,0.6,0.1124628,1.028595,0.3040191
30,1,-3,6,4,-14,-8,-4,fist,0.0,1.0,0.6,0.1125828,1.028286,0.3036779
5,1,1,-6,-10,-3,-9,7,fist,0.0,1.0,0.6,0.1125828,1.028286,0.3036779
-4,-1,-1,-5,-3,1,7,-7,fist,0.0,1.0,0.6,0.1125828,1.028286,0.3036779
-29,-5,-4,1,1,1,-10,-11,fist,0.0,1.0,0.6,0.1125828,1.028286,0.3036779
15,-4,-3,3,0,5,-10,2,fist,0.0,1.0,0.6,0.1121368,1.02853,0.3039566
-9,-2,0,1,11,3,-10,2,fist,0.0,1.0,0.6,0.1121368,1.02853,0.3039566
-2,2,-4,-7,3,-3,4,-6,fist,0.0,1.0,0.6,0.1121368,1.02853,0.3039566
-1,6,1,-1,-1,2,55,15,fist,0.0,1.0,0.6,0.1121368,1.02853,0.3039566
3,0,0,-1,-7,3,-16,1,fist,0.0,1.0,0.6,0.1121368,1.02853,0.3039566
-2,-3,-4,-7,-6,-5,0,2,fist,0.0,1.0,0.6,0.1121368,1.02853,0.3039566
13,2,0,3,-10,-3,-6,3,fist,0.0,1.0,0.6,0.1120581,1.02855,0.303893
-4,-3,-2,-5,0,-2,-16,-3,fist,0.0,1.0,0.6,0.1120581,1.02855,0.303893
-4,0,0,3,1,6,-1,22,fist,0.0,1.0,0.6,0.1120709,1.028226,0.3034484
-28,-4,-3,-4,-1,-4,10,-2,fist,0.0,1.0,0.6,0.1120709,1.028226,0.3034484
33,5,0,-3,-2,-10,1,12,fist,0.0,1.0,0.6,0.1120709,1.028226,0.3034484
16,-5,-2,1,3,3,-8,-6,fist,0.0,1.0,0.6,0.1120709,1.028226,0.3034484
-17,1,3,0,-2,-3,5,-6,fist,0.0,1.0,0.6,0.1120647,1.028082,0.3033994
-4,1,1,-4,-6,-1,3,5,fist,0.0,1.0,0.6,0.1120647,1.028082,0.3033994
4,-1,1,3,16,2,-23,-12,fist,0.0,1.0,0.6,0.1120647,1.028082,0.3033994
-3,1,-1,-1,-4,-2,11,-11,fist,0.0,1.0,0.6,0.1120647,1.028082,0.3033994
-29,-5,-1,0,2,-2,-9,0,fist,0.0,1.0,0.6,0.1120647,1.028082,0.3033994
1,1,0,-5,-10,4,28,10,fist,0.0,1.0,0.6,0.1120647,1.028082,0.3033994
8,-2,1,-1,4,3,27,-4,fist,0.0,1.0,0.6,0.1120873,1.028216,0.3034291
12,2,0,6,7,2,-17,-1,fist,0.0,1.0,0.6,0.1120873,1.028216,0.3034291
-8,-4,-2,-2,6,-12,-48,-47,fist,0.24,1.0,0.6,0.2837374,0.936864,0.1706433
3,2,5,-4,-8,13,-16,7,fist,0.24,1.0,0.6,0.2837374,0.936864,0.1706433
0,0,4,-6,-8,2,88,50,fist,0.24,1.0,0.6,0.2835652,0.9455246,0.1767023
-1,0,1,3,-6,-5,-81,-20,fist,0.24,1.0,0.6,0.2835652,0.9455246,0.1767023
-10,-4,-3,-2,-6,-5,-6,-27,fist,0.24,1.0,0.6,0.2827474,0.9530486,0.1813202
-8,-2,0,-4,-7,39,-18,-14,fist,0.24,1.0,0.6,0.2827474,0.9530486,0.1813202
6,-5,-2,-2,-5,9,33,18,fist,0.24,1.0,0.6,0.2827474,0.9530486,0.1813202
-4,-5,-5,-3,-3,-46,8,-31,fist,0.24,1.0,0.6,0.2827474,0.9530486,0.1813202
26,2,-1,5,22,-7,-59,30,fist,0.24,1.0,0.6,0.2804233,0.9695033,0.1930153
-13,3,-1,1,-4,12,16,2,fist,0.24,1.0,0.6,0.2804233,0.9695033,0.1930153
6,-1,1,-5,-1,-7,50,-21,fist,0.24,1.0,0.6,0.2804233,0.9695033,0.1930153
6,-3,-2,-4,0,-9,-69,4,fist,0.24,1.0,0.6,0.2804233,0.9695033,0.1930153
-14,1,0,4,0,28,59,15,fist,0.24,1.0,0.6,0.2786174,0.9760845,0.1972241
18,2,-2,6,6,-16,-2,-2,fist,0.24,1.0,0.6,0.2786174,0.9760845,0.1972241
-8,3,2,-13,-14,-6,3,-7,fist,0.24,1.0,0.6,0.2761665,0.9834554,0.2023041
-1,-5,1,-12,-4,-5,-34,-11,fist,0.24,1.0,0.6,0.2761665,0.9834554,0.2023041
11,-3,-7,13,3,1,-20,42,fist,0.24,1.0,0.6,0.2738715,0.9904628,0.2070324
-17,-4,-5,7,9,7,-1,-14,fist,0.24,1.0,0.6,0.2738715,0.9904628,0.2070324
-1,-1,-6,-6,-3,-17,16,-21,fist,0.24,1.0,0.6,0.2738715,0.9904628,0.2070324
-3,3,0,-5,-5,-14,6,26,fist,0.24,1.0,0.6,0.2738715,0.9904628,0.2070324
1,1,1,-3,1,11,23,-5,fist,0.24,1.0,0.6,0.2688419,1.001099,0.2145426
-2,-4,0,2,-6,-12,-57,-17,fist,0.24,1.0,0.6,0.2688419,1.001099,0.2145426
12,1,3,-4,-1,-5,-26,2,fist,0.24,1.0,0.6,0.2688419,1.001099,0.2145426
4,1,4,-5,-7,-3,25,-3,fist,0.24,1.0,0.6,0.2688419,1.001099,0.2145426
-7,-1,-2,1,-1,8,66,9,fist,0.24,1.0,0.6,0.2637743,1.010133,0.2211409
-4,-4,-4,0,-4,-6,-35,-1,fist,0.24,1.0,0.6,0.2637743,1.010133,0.2211409
4,-4,-4,0,7,-17,-33,-14,fist,0.24,1.0,0.6,0.2637743,1.010133,0.2211409
-2,-4,6,4,4,4,-1,13,fist,0.24,1.0,0.6,0.2637743,1.010133,0.2211409
0,6,-2,-3,-4,-17,-15,-22,fist,0.24,1.0,0.6,0.2581625,1.018862,0.2274404
0,-3,-5,-7,-3,63,22,0,fist,0.24,1.0,0.6,0.2581625,1.018862,0.2274404
5,-7,-3,-4,-5,-29,-39,-2,fist,0.24,1.0,0.6,0.2581625,1.018862,0.2274404
-7,3,1,-8,-2,0,70,40,fist,0.24,1.0,0.6,0.2581625,1.018862,0.2274404
-14,-7,4,17,5,-3,-79,4,fist,0.24,1.0,0.6,0.2523039,1.024836,0.2328935
20,1,-5,-11,2,6,102,-10,fist,0.24,1.0,0.6,0.2523039,1.024836,0.2328935
-2,-1,-3,11,16,13,14,2,fist,0.24,1.0,0.6,0.2523039,1.024836,0.2328935
-8,-4,0,-3,-12,-9,-16,18,fist,0.24,1.0,0.6,0.2523039,1.024836,0.2328935
1,-1,-1,-8,-4,-6,-23,-24,fist,0.24,1.0,0.6,0.2499202,1.027266,0.235002
-15,-2,-2,2,-3,-21,-33,-4,fist,0.24,1.0,0.6,0.2499202,1.027266,0.235002
16,2,-5,7,21,23,13,12,fist,0.24,1.0,0.6,0.2469833,1.029853,0.2372342
-5,2,3,-1,-11,7,15,6,fist,0.24,1.0,0.6,0.2469833,1.029853,0.2372342
0,-2,-3,-4,-5,9,66,-10,fist,0.24,1.0,0.6,0.2450086,1.031947,0.2390032
-1,-3,-2,-3,-4,-16,-102,-5,fist,0.24,1.0,0.6,0.2450086,1.031947,0.2390032
-8,1,3,-3,-7,-6,-2,-11,fist,0.24,1.0,0.6,0.2450086,1.031947,0.2390032
-8,-2,-2,3,0,-3,34,-30,fist,0.24,1.0,0.6,0.2450086,1.031947,0.2390032
15,2,1,2,8,-9,-13,-3,fist,0.24,1.0,0.6,0.2410829,1.035129,0.2417986
-8,-3,-1,-3,-11,-1,-29,-7,fist,0.24,1.0,0.6,0.2410829,1.035129,0.2417986
-11,0,-2,-3,-2,-3,43,4,fist,0.24,1.0,0.6,0.2410829,1.035129,0.2417986
3,-1,-3,0,-3,-2,-29,-9,fist,0.24,1.0,0.6,0.2410829,1.035129,0.2417986
12,3,4,-1,-5,-14,-14,25,fist,0.24,1.0,0.6,0.2398738,1.036273,0.2431326
-9,-4,-1,-5,-5,-4,8,-16,fist,0.24,1.0,0.6,0.2398738,1.036273,0.2431326
2,-2,-2,5,7,9,22,-16,fist,0.24,1.0,0.6,0.2386174,1.037482,0.244406
-7,2,-3,4,13,5,-19,4,fist,0.24,1.0,0.6,0.2386174,1.037482,0.244406
-10,-3,-2,-3,-6,-14,-30,-45,fist,0.24,1.0,0.6,0.2353874,1.039813,0.246953
14,1,2,-2,-2,10,83,53,fist,0.24,1.0,0.6,0.2353874,1.039813,0.246953
-11,3,3,-6,-18,-25,-12,-7,fist,0.24,1.0,0.6,0.2353874,1.039813,0.246953
3,-3,-3,6,7,4,-50,-3,fist,0.24,1.0,0.6,0.2353874,1.039813,0.246953
-5,-4,-7,-5,9,-11,-31,4,fist,0.24,1.0,0.6,0.2320898,1.041987,0.2493249
4,-1,-1,-2,-2,1,22,-23,fist,0.24,1.0,0.6,0.2320898,1.041987,0.2493249
-2,-2,0,3,-4,-17,-61,-2,fist,0.24,1.0,0.6,0.2320898,1.041987,0.2493249
0,1,-1,4,11,6,63,17,fist,0.24,1.0,0.6,0.2320898,1.041987,0.2493249
-5,-3,-4,-3,-3,3,1,-36,fist,0.24,1.0,0.6,0.2305023,1.042664,0.2511402
1,1,2,-1,-4,17,22,0,fist,0.24,1.0,0.6,0.2305023,1.042664,0.2511402
20,5,0,0,7,-4,44,10,fist,0.24,1.0,0.6,0.2289725,1.043419,0.2524974
-32,-2,1,0,-5,-2,-31,57,fist,0.24,1.0,0.6,0.2289725,1.043419,0.2524974
0,2,-1,2,-1,2,-8,1,fist,0.24,1.0,0.6,0.227665,1.043576,0.253306
13,-3,-3,-6,-4,1,-23,28,fist,0.24,1.0,0.6,0.227665,1.043576,0.253306
15,3,0,-3,2,28,23,-10,fist,0.24,1.0,0.6,0.227665,1.043576,0.253306
-15,-4,-4,-4,-15,-20,1,2,fist,0.24,1.0,0.6,0.227665,1.043576,0.253306
-8,-3,1,3,-3,-10,-10,-5,fist,0.24,1.0,0.6,0.2245932,1.044347,0.2557789
-18,2,0,2,-2,11,3,-9,fist,0.24,1.0,0.6,0.2245932,1.044347,0.2557789
11,-1,-3,-2,8,-4,32,-14,fist,0.24,1.0,0.6,0.2245932,1.044347,0.2557789
-5,-7,-2,-5,-9,-14,-64,-14,fist,0.24,1.0,0.6,0.2245932,1.044347,0.2557789
-3,2,-2,0,2,10,53,10,fist,0.24,1.0,0.6,0.2233546,1.044679,0.2570237
-4,0,-1,1,7,-17,30,20,fist,0.24,1.0,0.6,0.2233546,1.044679,0.2570237
14,-1,-4,3,4,4,3,0,fist,0.24,1.0,0.6,0.2220983,1.045225,0.2580987
-11,-3,-1,-8,-12,-3,-23,-7,fist,0.24,1.0,0.6,0.2220983,1.045225,0.2580987
10,0,-1,2,-4,-2,-24,11,fist,0.24,1.0,0.6,0.2208907,1.045543,0.25933
6,3,-2,-5,-3,1,19,28,fist,0.24,1.0,0.6,0.2208907,1.045543,0.25933
10,1,-1,0,2,-5,-12,-32,fist,0.24,1.0,0.6,0.2208907,1.045543,0.25933
-24,-6,1,-1,-8,1,-25,7,fist,0.24,1.0,0.6,0.2208907,1.045543,0.25933
-2,0,-1,-3,-11,3,-60,-2,fist,0.24,1.0,0.6,0.2185659,1.046228,0.2620013
-6,-2,-4,2,5,7,44,-2,fist,0.24,1.0,0.6,0.2185659,1.046228,0.2620013
10,-3,-5,-4,13,9,-10,-16,fist,0.24,1.0,0.6,0.2185659,1.046228,0.2620013
1,-1,1,4,-6,-8,13,10,fist,0.24,1.0,0.6,0.2185659,1.046228,0.2620013
-8,1,-1,8,17,3,-33,15,fist,0.24,1.0,0.6,0.2157704,1.046881,0.2656941
-1,0,1,-5,-7,-3,-6,-20,fist,0.24,1.0,0.6,0.2157704,1.046881,0.2656941
0,0,0,2,4,2,24,-1,fist,0.24,1.0,0.6,0.2157704,1.046881,0.2656941
-15,-2,-2,-10,-10,0,17,-15,fist,0.24,1.0,0.6,0.2157704,1.046881,0.2656941
-4,-1,1,-2,-10,5,-30,-2,fist,0.24,1.0,0.6,0.2148941,1.046959,0.2667162
0,-1,0,6,12,9,17,6,fist,0.24,1.0,0.6,0.2148941,1.046959,0.2667162
7,-1,1,-3,-7,-36,6,-14,fist,0.24,1.0,0.6,0.2148941,1.046959,0.2667162
-6,-4,-3,0,0,0,12,-1,fist,0.24,1.0,0.6,0.2148941,1.046959,0.2667162
4,-2,1,3,5,-3,27,-19,fist,0.24,1.0,0.6,0.2129776,1.04619,0.2699288
1,-2,-3,-6,-4,-15,-72,25,fist,0.24,1.0,0.6,0.2129776,1.04619,0.2699288
4,5,2,1,-10,4,63,6,fist,0.24,1.0,0.6,0.212458,1.045994,0.270876
-7,0,-2,-3,12,-1,37,-10,fist,0.24,1.0,0.6,0.212458,1.045994,0.270876
