EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,GoalGesture,ActiveCubeX,ActiveCubeY,ActiveCubeZ,TrackerX,TrackerY,TrackerZ
-11,-6,-3,-3,-1,8,-23,-7,flexion,0.24,0.6,0.6,0.2685886,0.7646947,0.3429738
3,16,2,0,-1,-1,6,17,flexion,0.24,0.6,0.6,0.2685886,0.7646947,0.3429738
1,-16,0,-2,-3,-20,25,16,flexion,0.24,0.6,0.6,0.2685886,0.7646947,0.3429738
-11,-13,-6,-1,0,-16,-10,-36,flexion,0.24,0.6,0.6,0.2685886,0.7646947,0.3429738
-24,-1,0,7,5,-26,-2,17,flexion,0.24,0.6,0.6,0.2685052,0.7651848,0.3419908
-8,26,0,2,0,40,-16,24,flexion,0.24,0.6,0.6,0.2685052,0.7651848,0.3419908
5,0,0,3,1,27,-21,-40,flexion,0.24,0.6,0.6,0.2685052,0.7651848,0.3419908
4,10,4,-2,-1,-7,-20,0,flexion,0.24,0.6,0.6,0.2685052,0.7651848,0.3419908
-3,-13,8,2,-3,-16,19,-20,flexion,0.24,0.6,0.6,0.2685052,0.7651848,0.3419908
-6,-12,-7,-7,-7,1,-45,20,flexion,0.24,0.6,0.6,0.2685052,0.7651848,0.3419908
13,-6,2,-1,-2,5,54,12,flexion,0.24,0.6,0.6,0.2684125,0.7653837,0.3418801
-22,2,-5,-1,0,-6,-14,2,flexion,0.24,0.6,0.6,0.2684125,0.7653837,0.3418801
3,5,7,5,1,-22,36,18,flexion,0.24,0.6,0.6,0.2684125,0.7653837,0.3418801
5,-4,-5,-2,0,1,-4,-2,flexion,0.24,0.6,0.6,0.2684125,0.7653837,0.3418801
-10,4,-4,-4,1,-1,1,0,flexion,0.24,0.6,0.6,0.2684125,0.7653837,0.3418801
24,-15,-3,-2,-2,-26,3,96,flexion,0.24,0.6,0.6,0.2684125,0.7653837,0.3418801
11,-1,-2,0,1,13,15,0,flexion,0.24,0.6,0.6,0.2684125,0.7653837,0.3418801
1,-2,-3,-1,-1,7,-3,8,flexion,0.24,0.6,0.6,0.2684125,0.7653837,0.3418801
2,4,-3,-1,0,-1,17,14,flexion,0.24,0.6,0.6,0.267871,0.7659571,0.3420538
-4,2,3,-4,-2,-1,46,0,flexion,0.24,0.6,0.6,0.267871,0.7659571,0.3420538
11,-9,-7,-4,-5,10,-50,-2,flexion,0.24,0.6,0.6,0.2677813,0.7656937,0.3417753
2,2,4,2,0,-35,32,-16,flexion,0.24,0.6,0.6,0.2677813,0.7656937,0.3417753
-2,1,0,-1,-3,-11,-38,29,flexion,0.24,0.6,0.6,0.2677813,0.7656937,0.3417753
8,-6,-3,-1,-1,31,-11,-79,flexion,0.24,0.6,0.6,0.2677813,0.7656937,0.3417753
-7,7,-3,0,-4,13,-2,12,flexion,0.24,0.6,0.6,0.2677813,0.7656937,0.3417753
-3,-19,-6,-2,0,8,18,26,flexion,0.24,0.6,0.6,0.2677813,0.7656937,0.3417753
17,-10,3,-3,-1,-1,14,1,flexion,0.24,0.6,0.6,0.2675843,0.7659452,0.3420691
-8,15,3,1,0,-32,10,29,flexion,0.24,0.6,0.6,0.2675843,0.7659452,0.3420691
-10,-15,-2,-3,-1,7,-5,10,flexion,0.24,0.6,0.6,0.2675843,0.7659452,0.3420691
-13,-3,-2,1,-1,18,-21,-75,flexion,0.24,0.6,0.6,0.2675843,0.7659452,0.3420691
-21,15,-1,4,0,11,-38,29,flexion,0.24,0.6,0.6,0.2675843,0.7659452,0.3420691
-9,-1,-1,0,-1,-3,2,-10,flexion,0.24,0.6,0.6,0.2675843,0.7659452,0.3420691
6,9,-3,-1,0,-28,-39,16,flexion,0.24,0.6,0.6,0.2672799,0.7661,0.342242
1,7,-5,-4,-3,8,26,-2,flexion,0.24,0.6,0.6,0.2672799,0.7661,0.342242
17,-6,4,-3,0,5,-1,-19,flexion,0.24,0.6,0.6,0.2673401,0.7660613,0.3418519
-11,0,0,1,2,-14,-10,-19,flexion,0.24,0.6,0.6,0.2673401,0.7660613,0.3418519
5,-18,-4,0,-2,6,6,53,flexion,0.24,0.6,0.6,0.2673401,0.7660613,0.3418519
-4,3,4,1,1,2,-15,-12,flexion,0.24,0.6,0.6,0.2673401,0.7660613,0.3418519
23,-11,-3,-5,-2,-21,-31,-50,flexion,0.24,0.6,0.6,0.2673401,0.7660613,0.3418519
-8,14,9,2,1,22,11,17,flexion,0.24,0.6,0.6,0.2673401,0.7660613,0.3418519
9,1,-7,-2,-2,8,-2,-5,flexion,0.24,0.6,0.6,0.2674044,0.7663882,0.3421339
-4,-8,-10,-1,1,-5,11,-1,flexion,0.24,0.6,0.6,0.2674044,0.7663882,0.3421339
-9,7,8,2,0,-8,-1,-6,flexion,0.24,0.6,0.6,0.267287,0.7662935,0.3420489
5,-10,3,-1,1,16,-15,-27,flexion,0.24,0.6,0.6,0.267287,0.7662935,0.3420489
1,5,-1,-1,-4,1,10,91,flexion,0.24,0.6,0.6,0.267287,0.7662935,0.3420489
-10,-6,-8,-1,-2,-14,-15,-15,flexion,0.24,0.6,0.6,0.267287,0.7662935,0.3420489
2,-1,-5,-3,-5,-94,37,-26,flexion,0.24,0.6,0.6,0.2670405,0.7660706,0.3419809
-13,-8,-8,0,1,62,14,4,flexion,0.24,0.6,0.6,0.2670405,0.7660706,0.3419809
15,0,-4,-3,-1,9,8,10,flexion,0.24,0.6,0.6,0.2669157,0.766287,0.3423264
0,11,4,1,0,17,7,43,flexion,0.24,0.6,0.6,0.2669157,0.766287,0.3423264
-15,7,-6,1,-2,12,-16,-36,flexion,0.24,0.6,0.6,0.2669157,0.766287,0.3423264
-6,-8,-4,-2,-2,-11,-24,-4,flexion,0.24,0.6,0.6,0.2669157,0.766287,0.3423264
9,-3,4,4,3,12,-9,-18,flexion,0.24,0.6,0.6,0.2669157,0.766287,0.3423264
4,9,8,-1,-2,-18,5,4,flexion,0.24,0.6,0.6,0.2669157,0.766287,0.3423264
0,-11,-3,-2,-2,-3,-6,14,flexion,0.24,0.6,0.6,0.2668212,0.7660685,0.3421335
5,-6,-6,-5,-1,-9,15,5,flexion,0.24,0.6,0.6,0.2668212,0.7660685,0.3421335
-16,20,6,0,-1,34,6,13,flexion,0.24,0.6,0.6,0.2668212,0.7660685,0.3421335
-8,9,-3,0,-1,-13,-5,-8,flexion,0.24,0.6,0.6,0.2668212,0.7660685,0.3421335
-2,-3,-4,-5,-3,16,-29,-43,flexion,0.24,0.6,0.6,0.2668212,0.7660685,0.3421335
-6,-3,6,1,-1,-12,11,19,flexion,0.24,0.6,0.6,0.2668212,0.7660685,0.3421335
-2,8,-4,-2,-1,-17,-10,-49,flexion,0.24,0.6,0.6,0.2666816,0.7660396,0.3421698
-1,-22,-7,-6,-2,-7,-3,9,flexion,0.24,0.6,0.6,0.2666816,0.7660396,0.3421698
11,2,6,0,0,8,-23,-7,flexion,0.24,0.6,0.6,0.2664923,0.7662493,0.3424516
-2,20,6,3,4,23,-8,27,flexion,0.24,0.6,0.6,0.2664923,0.7662493,0.3424516
-20,-13,-14,-5,-3,-22,42,0,flexion,0.24,0.6,0.6,0.2664923,0.7662493,0.3424516
9,-6,5,-3,-4,-6,39,29,flexion,0.24,0.6,0.6,0.2664923,0.7662493,0.3424516
-10,5,-1,-4,0,-9,-18,-18,flexion,0.24,0.6,0.6,0.266378,0.765849,0.3424571
-1,-3,-2,-1,-2,0,0,-1,flexion,0.24,0.6,0.6,0.266378,0.765849,0.3424571
6,-6,-7,2,2,26,5,2,flexion,0.24,0.6,0.6,0.2663637,0.7659557,0.3426566
-10,0,2,1,-2,-11,11,1,flexion,0.24,0.6,0.6,0.2663637,0.7659557,0.3426566
-1,-12,-4,-2,-3,-27,7,22,flexion,0.24,0.6,0.6,0.2664049,0.7657596,0.3425168
-2,12,2,2,0,0,-16,8,flexion,0.24,0.6,0.6,0.2664049,0.7657596,0.3425168
1,-15,3,2,1,51,18,-9,flexion,0.24,0.6,0.6,0.2664049,0.7657596,0.3425168
10,24,8,-3,0,-31,3,-20,flexion,0.24,0.6,0.6,0.2664049,0.7657596,0.3425168
1,3,-8,-1,1,-2,2,15,flexion,0.24,0.6,0.6,0.2664327,0.7657063,0.342532
6,6,-4,2,-2,3,-18,-22,flexion,0.24,0.6,0.6,0.2664327,0.7657063,0.342532
-2,-9,-1,2,2,19,21,-1,flexion,0.24,0.6,0.6,0.2662805,0.765799,0.342682
-7,4,3,4,-1,-7,-35,-35,flexion,0.24,0.6,0.6,0.2662805,0.765799,0.342682
2,2,8,-2,-4,-18,-25,2,flexion,0.24,0.6,0.6,0.2661704,0.7655023,0.3430315
3,-10,-8,-1,0,-4,11,32,flexion,0.24,0.6,0.6,0.2661704,0.7655023,0.3430315
-1,6,4,0,-1,-12,-5,-50,flexion,0.24,0.6,0.6,0.2661704,0.7655023,0.3430315
-4,3,-2,-2,1,-8,14,-25,flexion,0.24,0.6,0.6,0.2661704,0.7655023,0.3430315
-8,-6,-14,-5,-2,-2,19,12,flexion,0.24,0.6,0.6,0.2661501,0.7656301,0.3433026
3,-18,-1,-5,-5,-45,-8,8,flexion,0.24,0.6,0.6,0.2661501,0.7656301,0.3433026
4,20,11,4,2,33,1,-29,flexion,0.24,0.6,0.6,0.2661501,0.7656301,0.3433026
-1,1,8,-3,0,4,16,2,flexion,0.24,0.6,0.6,0.2661501,0.7656301,0.3433026
6,-12,-3,1,-3,-9,-54,-23,flexion,0.24,0.6,0.6,0.2660444,0.7656399,0.3433481
-21,-32,-23,-14,-3,7,-9,-8,flexion,0.24,0.6,0.6,0.2660444,0.7656399,0.3433481
-2,10,0,-1,1,12,27,24,flexion,0.24,0.6,0.6,0.2658835,0.7656467,0.3435006
1,-7,-2,1,-2,-14,-23,2,flexion,0.24,0.6,0.6,0.2658835,0.7656467,0.3435006
-4,-4,3,1,2,4,11,-23,flexion,0.24,0.6,0.6,0.2657014,0.7657217,0.3437935
4,10,6,4,1,-3,-20,-19,flexion,0.24,0.6,0.6,0.2657014,0.7657217,0.3437935
0,8,-5,-2,-1,0,3,10,flexion,0.24,0.6,0.6,0.2657014,0.7657217,0.3437935
-1,-27,-6,-2,-3,49,-69,0,flexion,0.24,0.6,0.6,0.2657014,0.7657217,0.3437935
10,-3,0,1,2,-6,29,46,flexion,0.24,0.6,0.6,0.2655067,0.7658201,0.3440025
8,7,3,1,-1,-10,-23,13,flexion,0.24,0.6,0.6,0.2655067,0.7658201,0.3440025
14,-1,1,-1,-2,9,3,33,flexion,0.24,0.6,0.6,0.2655067,0.7658201,0.3440025
3,6,6,0,0,-39,-8,4,flexion,0.24,0.6,0.6,0.2655067,0.7658201,0.3440025
-5,-25,-15,-14,-7,-51,61,12,flexion,0.24,0.6,0.6,0.2654945,0.7658329,0.3438927
-9,-8,-2,1,-4,19,-34,-15,flexion,0.24,0.6,0.6,0.2654945,0.7658329,0.3438927
-1,3,-4,3,1,33,11,34,flexion,0.24,0.6,0.6,0.2655159,0.7660389,0.344108
9,6,2,2,-2,-21,-14,2,flexion,0.24,0.6,0.6,0.2655159,0.7660389,0.344108
-1,-5,-4,-2,3,30,1,19,flexion,0.24,0.6,0.6,0.2656235,0.7656907,0.3441632
-10,-3,-4,-1,-1,-24,-42,-21,flexion,0.24,0.6,0.6,0.2656235,0.7656907,0.3441632
0,-6,1,-4,-2,-3,-16,-23,flexion,0.24,0.6,0.6,0.2656235,0.7656907,0.3441632
1,15,11,4,1,-19,10,45,flexion,0.24,0.6,0.6,0.2656235,0.7656907,0.3441632
-1,6,2,1,1,32,-1,-10,flexion,0.24,0.6,0.6,0.2656249,0.7656919,0.3442653
0,11,7,2,-1,7,34,32,flexion,0.24,0.6,0.6,0.2656249,0.7656919,0.3442653
-12,7,3,1,-3,-9,11,-24,flexion,0.24,0.6,0.6,0.2656249,0.7656919,0.3442653
-3,-5,-7,0,-2,-9,38,48,flexion,0.24,0.6,0.6,0.2656249,0.7656919,0.3442653
-7,7,4,-3,-1,10,10,32,flexion,0.24,0.6,0.6,0.26555,0.7658627,0.3446218
1,-12,-8,-1,-3,-6,35,6,flexion,0.24,0.6,0.6,0.26555,0.7658627,0.3446218
-1,-1,0,1,-2,23,-1,-6,flexion,0.24,0.6,0.6,0.26555,0.7658627,0.3446218
3,7,0,1,1,-18,-3,-13,flexion,0.24,0.6,0.6,0.26555,0.7658627,0.3446218
-6,5,0,0,-1,19,5,-10,flexion,0.24,0.6,0.6,0.26555,0.7658627,0.3446218
-1,-8,0,-2,-3,-15,2,-23,flexion,0.24,0.6,0.6,0.26555,0.7658627,0.3446218
-8,2,-4,-4,-3,7,-31,-15,flexion,0.24,0.6,0.6,0.26555,0.7658627,0.3446218
0,7,1,-1,1,6,-9,-30,flexion,0.24,0.6,0.6,0.26555,0.7658627,0.3446218
5,8,-3,2,-2,-13,31,-1,flexion,0.24,0.6,0.6,0.2653907,0.7656989,0.3446724
17,3,8,-1,-2,-30,40,23,flexion,0.24,0.6,0.6,0.2653907,0.7656989,0.3446724
-12,-19,-7,-3,-1,21,62,18,flexion,0.24,0.6,0.6,0.2653907,0.7656989,0.3446724
-17,-3,2,2,-1,-14,-24,-26,flexion,0.24,0.6,0.6,0.2653907,0.7656989,0.3446724
-7,10,0,-1,-1,59,-12,-44,flexion,0.24,0.6,0.6,0.2649246,0.765661,0.3447723
-16,-17,-15,0,0,21,-34,-17,flexion,0.24,0.6,0.6,0.2649246,0.765661,0.3447723
-9,-1,-2,1,0,31,29,32,flexion,0.24,0.6,0.6,0.2649246,0.765661,0.3447723
2,-2,-7,-1,1,-59,31,19,flexion,0.24,0.6,0.6,0.2649246,0.765661,0.3447723
19,13,6,-3,-2,0,-8,-9,flexion,0.24,0.6,0.6,0.264789,0.7651768,0.3446008
8,-5,2,0,-2,-4,-2,14,flexion,0.24,0.6,0.6,0.264789,0.7651768,0.3446008
-11,-16,-9,-3,-2,12,-32,5,flexion,0.24,0.6,0.6,0.264789,0.7651768,0.3446008
-7,7,5,0,-3,6,-28,-19,flexion,0.24,0.6,0.6,0.264789,0.7651768,0.3446008
3,-4,0,0,-1,-19,-2,52,flexion,0.24,0.6,0.6,0.2645106,0.7649258,0.3447089
-1,4,1,5,2,-5,-3,18,flexion,0.24,0.6,0.6,0.2645106,0.7649258,0.3447089
7,-5,0,-4,-3,10,-20,-27,flexion,0.24,0.6,0.6,0.2645106,0.7649258,0.3447089
-1,8,5,-5,-2,-28,-42,-5,flexion,0.24,0.6,0.6,0.2645106,0.7649258,0.3447089
10,-9,-14,-5,1,-4,-19,23,flexion,0.24,0.6,0.6,0.2647068,0.7650676,0.3451579
9,13,8,0,-1,5,-1,19,flexion,0.24,0.6,0.6,0.2647068,0.7650676,0.3451579
3,10,-3,1,2,38,-48,-10,flexion,0.24,0.6,0.6,0.2647068,0.7650676,0.3451579
-2,-10,10,3,0,-13,32,9,flexion,0.24,0.6,0.6,0.2647068,0.7650676,0.3451579
-7,-6,5,-5,-4,-1,23,-37,flexion,0.24,0.6,0.6,0.2648546,0.76482,0.3450235
6,8,-8,2,2,-10,-20,-63,flexion,0.24,0.6,0.6,0.2648546,0.76482,0.3450235
3,11,4,5,1,16,-42,-1,flexion,0.24,0.6,0.6,0.2648546,0.76482,0.3450235
-15,-7,-6,-6,-2,9,-13,-18,flexion,0.24,0.6,0.6,0.2648546,0.76482,0.3450235
-2,-2,1,-5,1,-11,4,22,flexion,0.24,0.6,0.6,0.2649586,0.7649475,0.3453737
4,3,5,2,-3,-26,3,23,flexion,0.24,0.6,0.6,0.2649586,0.7649475,0.3453737
-2,-9,-9,1,0,23,-34,-37,flexion,0.24,0.6,0.6,0.2650093,0.7645104,0.3454765
-3,12,8,1,0,-21,48,1,flexion,0.24,0.6,0.6,0.2650093,0.7645104,0.3454765
-10,-12,-3,-3,-4,-13,28,11,flexion,0.24,0.6,0.6,0.2649179,0.7645892,0.3456978
-7,-10,-4,-4,-2,-5,-9,-34,flexion,0.24,0.6,0.6,0.2649179,0.7645892,0.3456978
10,11,0,2,3,16,-17,30,flexion,0.24,0.6,0.6,0.2649179,0.7645892,0.3456978
-4,-11,-2,-4,-1,-11,13,-22,flexion,0.24,0.6,0.6,0.2649179,0.7645892,0.3456978
6,16,2,0,1,-3,-1,-19,flexion,0.24,0.6,0.6,0.2650009,0.7644448,0.3452964
-4,-8,4,0,-4,7,2,2,flexion,0.24,0.6,0.6,0.2650009,0.7644448,0.3452964
2,-8,-9,-6,-4,-37,10,-7,flexion,0.24,0.6,0.6,0.2650009,0.7644448,0.3452964
-1,-28,-2,0,-2,25,-32,1,flexion,0.24,0.6,0.6,0.2650009,0.7644448,0.3452964
-3,3,-1,3,-1,15,26,-27,flexion,0.24,0.6,0.6,0.2648875,0.7646704,0.3454581
-6,8,-1,0,1,-16,-11,10,flexion,0.24,0.6,0.6,0.2648875,0.7646704,0.3454581
5,2,-1,-2,-3,17,-4,-54,flexion,0.24,0.6,0.6,0.2648485,0.7644923,0.3453921
3,7,1,1,0,-60,-31,25,flexion,0.24,0.6,0.6,0.2648485,0.7644923,0.3453921
1,-2,1,3,-4,2,-18,6,flexion,0.24,0.6,0.6,0.2647546,0.7645583,0.3454223
-13,-13,-4,-6,-1,5,-6,10,flexion,0.24,0.6,0.6,0.2647546,0.7645583,0.3454223
-6,0,5,-2,-1,2,-17,-67,flexion,0.24,0.6,0.6,0.2651173,0.7649144,0.3457927
18,-1,-1,-4,-5,-18,-2,25,flexion,0.24,0.6,0.6,0.2651173,0.7649144,0.3457927
7,-7,-3,-1,0,8,4,-8,flexion,0.24,0.6,0.6,0.2650905,0.7649939,0.3458344
-20,13,2,1,-1,5,13,-20,flexion,0.24,0.6,0.6,0.2650905,0.7649939,0.3458344
-3,0,-5,-2,-1,3,6,5,flexion,0.24,0.6,0.6,0.2650905,0.7649939,0.3458344
4,5,-2,-1,0,-9,33,32,flexion,0.24,0.6,0.6,0.2650905,0.7649939,0.3458344
9,-6,3,-2,1,-36,-2,16,flexion,0.24,0.6,0.6,0.2652176,0.7651038,0.3458592
5,-19,-11,-4,-4,49,10,23,flexion,0.24,0.6,0.6,0.2652176,0.7651038,0.3458592
-12,16,7,-2,-4,-11,-10,-58,flexion,0.24,0.6,0.6,0.2652176,0.7651038,0.3458592
2,-1,-3,-2,-2,-17,32,4,flexion,0.24,0.6,0.6,0.2652176,0.7651038,0.3458592
0,5,-13,-1,-4,-20,-29,51,flexion,0.24,0.6,0.6,0.2652064,0.7651953,0.3459297
-10,-16,-10,-6,-2,31,-1,-10,flexion,0.24,0.6,0.6,0.2652064,0.7651953,0.3459297
-6,1,-1,-2,-1,-18,18,24,flexion,0.24,0.6,0.6,0.2651979,0.7652183,0.345965
3,15,13,5,2,12,3,-35,flexion,0.24,0.6,0.6,0.2651979,0.7652183,0.345965
4,-6,3,1,-2,5,8,-11,flexion,0.24,0.6,0.6,0.2651979,0.7652183,0.345965
3,6,2,-1,1,3,-16,-7,flexion,0.24,0.6,0.6,0.2651979,0.7652183,0.345965
-9,-13,-4,-1,2,7,-18,-33,flexion,0.24,0.6,0.6,0.2652066,0.7653563,0.3460308
3,-15,-6,-4,-4,-1,18,42,flexion,0.24,0.6,0.6,0.2652066,0.7653563,0.3460308
-5,-10,-3,2,1,17,-2,-18,flexion,0.24,0.6,0.6,0.2653391,0.7654157,0.3459989
1,13,3,1,-1,-26,-3,9,flexion,0.24,0.6,0.6,0.2653391,0.7654157,0.3459989
13,4,-1,-2,-1,-26,48,26,flexion,0.24,0.6,0.6,0.2653391,0.7654157,0.3459989
-7,8,4,0,0,8,21,23,flexion,0.24,0.6,0.6,0.2653391,0.7654157,0.3459989
-11,-6,0,0,0,-14,-13,-7,flexion,0.24,0.6,0.6,0.2658586,0.7657664,0.3458772
1,3,-3,-1,-3,4,1,-31,flexion,0.24,0.6,0.6,0.2658586,0.7657664,0.3458772
11,-4,-1,1,-1,34,-29,45,flexion,0.24,0.6,0.6,0.2658586,0.7657664,0.3458772
2,-14,-6,-12,-4,-33,1,8,flexion,0.24,0.6,0.6,0.2658586,0.7657664,0.3458772
-2,4,-7,1,-1,-16,22,-13,flexion,0.24,0.6,0.6,0.2658586,0.7657664,0.3458772
13,3,5,4,0,31,16,50,flexion,0.24,0.6,0.6,0.2659668,0.7655996,0.3456987
-12,-5,-1,-2,-3,-31,-48,-7,flexion,0.24,0.6,0.6,0.2659702,0.7658001,0.3458309
4,12,0,2,0,13,23,25,flexion,0.24,0.6,0.6,0.2659702,0.7658001,0.3458309
6,-4,4,-2,-1,7,-27,-7,flexion,0.24,0.6,0.6,0.2659702,0.7658001,0.3458309
-8,-4,-3,-4,-3,-42,13,-5,flexion,0.24,0.6,0.6,0.2659702,0.7658001,0.3458309
2,1,-6,0,-2,24,-6,-17,flexion,0.24,0.6,0.6,0.2650841,0.7661262,0.3461281
8,15,11,5,3,1,-8,10,flexion,0.24,0.6,0.6,0.2650841,0.7661262,0.3461281
-34,-55,-32,-27,-9,-21,2,-24,flexion,0.24,0.6,0.6,0.2650841,0.7661262,0.3461281
-3,4,-6,4,3,12,-17,-30,flexion,0.24,0.6,0.6,0.2650841,0.7661262,0.3461281
0,3,1,-9,-2,-34,-38,-87,flexion,0.24,0.6,0.6,0.2650841,0.7661262,0.3461281
14,9,7,6,0,18,34,83,flexion,0.24,0.6,0.6,0.2650841,0.7661262,0.3461281
6,3,7,1,-2,-17,-13,16,flexion,0.24,0.6,0.6,0.2651237,0.7658916,0.3461752
-3,-13,-6,2,-1,36,-8,0,flexion,0.24,0.6,0.6,0.2651237,0.7658916,0.3461752
-12,4,1,1,0,26,3,-26,flexion,0.24,0.6,0.6,0.2651947,0.7656348,0.3460706
5,5,-4,2,0,12,-7,-7,flexion,0.24,0.6,0.6,0.2651947,0.7656348,0.3460706
-1,-2,-2,-3,0,-2,0,-1,flexion,0.24,0.6,0.6,0.2651947,0.7656348,0.3460706
6,-15,-2,0,1,3,32,1,flexion,0.24,0.6,0.6,0.2651947,0.7656348,0.3460706
1,7,1,-2,-2,14,13,1,flexion,0.24,0.6,0.6,0.2651947,0.7656348,0.3460706
-9,-5,0,0,-1,-11,10,-6,flexion,0.24,0.6,0.6,0.2651947,0.7656348,0.3460706
-4,15,8,5,-1,14,-26,-24,flexion,0.24,0.6,0.6,0.2651947,0.7656348,0.3460706
-2,-17,-9,-13,-5,-30,9,41,flexion,0.24,0.6,0.6,0.2651947,0.7656348,0.3460706
-6,-9,-5,3,0,12,2,6,flexion,0.24,0.6,0.6,0.2651587,0.7658091,0.3463858
-6,1,1,2,-2,1,-23,-39,flexion,0.24,0.6,0.6,0.2651587,0.7658091,0.3463858
8,3,5,4,2,-13,1,14,flexion,0.24,0.6,0.6,0.2651587,0.7658091,0.3463858
7,-3,0,-3,2,30,13,-6,flexion,0.24,0.6,0.6,0.2651587,0.7658091,0.3463858
-8,-12,-10,-3,0,-9,22,80,flexion,0.24,0.6,0.6,0.2651587,0.7658091,0.3463858
-16,-5,-11,1,2,30,-19,4,flexion,0.24,0.6,0.6,0.2651587,0.7658091,0.3463858
0,5,-2,0,-1,-11,-26,-8,flexion,0.24,0.6,0.6,0.2651264,0.7656395,0.3461232
10,17,13,1,0,1,-17,-3,flexion,0.24,0.6,0.6,0.2651264,0.7656395,0.3461232
15,-1,-3,-1,1,11,-47,-23,flexion,0.24,0.6,0.6,0.2651264,0.7656395,0.3461232
-4,-11,-3,-3,-1,-9,0,7,flexion,0.24,0.6,0.6,0.2651264,0.7656395,0.3461232
0,11,3,1,-1,-2,3,1,flexion,0.24,0.6,0.6,0.2648588,0.7656626,0.3460596
0,-8,1,1,-2,-9,31,21,flexion,0.24,0.6,0.6,0.2648588,0.7656626,0.3460596
-6,-6,0,-2,0,34,-1,-43,flexion,0.24,0.6,0.6,0.2648588,0.7656626,0.3460596
-10,11,-10,0,-3,4,-2,-9,flexion,0.24,0.6,0.6,0.2648588,0.7656626,0.3460596
6,-2,2,-5,-1,32,-10,-9,flexion,0.24,0.6,0.6,0.2647149,0.7654825,0.3461597
-3,10,7,0,-1,-42,12,-24,flexion,0.24,0.6,0.6,0.2647149,0.7654825,0.3461597
-5,11,2,-1,-1,36,2,13,flexion,0.24,0.6,0.6,0.2647149,0.7654825,0.3461597
-3,-19,-8,-4,-2,-37,3,-54,flexion,0.24,0.6,0.6,0.2647149,0.7654825,0.3461597
3,-10,-2,0,0,-53,-10,6,flexion,0.24,0.6,0.6,0.2647149,0.7654825,0.3461597
-11,5,4,1,-3,7,5,-50,flexion,0.24,0.6,0.6,0.2647149,0.7654825,0.3461597
-3,0,4,-1,2,-3,8,-27,flexion,0.24,0.6,0.6,0.2647359,0.7654147,0.3460407
-2,1,-2,-3,-1,3,7,24,flexion,0.24,0.6,0.6,0.2647359,0.7654147,0.3460407
3,-6,-3,2,-1,-19,5,11,flexion,0.24,0.6,0.6,0.2648094,0.7654201,0.3460072
-4,-2,4,-2,-2,-3,-10,13,flexion,0.24,0.6,0.6,0.2648094,0.7654201,0.3460072
1,-1,-1,-3,-3,1,12,38,flexion,0.24,0.6,0.6,0.2648326,0.7651964,0.3460248
1,4,2,0,0,-13,-4,-15,flexion,0.24,0.6,0.6,0.2648326,0.7651964,0.3460248
2,14,1,-1,2,23,33,0,flexion,0.24,0.6,0.6,0.2648038,0.76521,0.3460248
-2,-5,-3,-2,1,-13,-22,-34,flexion,0.24,0.6,0.6,0.2648038,0.76521,0.3460248
6,8,1,-1,-1,44,4,44,flexion,0.24,0.6,0.6,0.2649614,0.76543,0.3462889
18,-4,3,0,-2,-36,38,10,flexion,0.24,0.6,0.6,0.2649614,0.76543,0.3462889
6,4,1,-5,-2,19,-20,-17,flexion,0.24,0.6,0.6,0.2649614,0.76543,0.3462889
-9,-20,-18,-5,-3,-7,3,17,flexion,0.24,0.6,0.6,0.2649614,0.76543,0.3462889
-3,-2,3,2,-2,-28,-24,-10,flexion,0.24,0.6,0.6,0.2649614,0.76543,0.3462889
1,-5,-2,-3,0,-19,14,3,flexion,0.24,0.6,0.6,0.2649614,0.76543,0.3462889
6,-3,2,2,0,4,25,-12,flexion,0.24,0.6,0.6,0.2648426,0.7652491,0.3462219
-2,-1,2,0,-1,-13,2,26,flexion,0.24,0.6,0.6,0.2648426,0.7652491,0.3462219
12,-1,-1,-4,-4,6,-16,2,flexion,0.24,0.6,0.6,0.2648426,0.7652491,0.3462219
-16,8,1,0,-3,13,-15,-29,flexion,0.24,0.6,0.6,0.2648426,0.7652491,0.3462219
-8,-6,-5,0,0,-13,-18,56,flexion,0.24,0.6,0.6,0.2648013,0.7655042,0.3465466
-14,-8,-3,-3,-2,6,-57,-27,flexion,0.24,0.6,0.6,0.2648013,0.7655042,0.3465466
-5,-11,-9,-3,2,-2,14,-12,flexion,0.24,0.6,0.6,0.2641543,0.7657555,0.3470734
5,-4,2,1,0,2,-24,-11,flexion,0.24,0.6,0.6,0.2641543,0.7657555,0.3470734
-3,7,2,-3,-1,-1,-28,6,flexion,0.24,0.6,0.6,0.2641543,0.7657555,0.3470734
4,-7,-1,3,1,6,7,22,flexion,0.24,0.6,0.6,0.2641543,0.7657555,0.3470734
-13,-25,-11,-4,-2,-26,-24,-31,flexion,0.24,0.6,0.6,0.2641543,0.7657555,0.3470734
-4,9,4,1,-1,35,38,-4,flexion,0.24,0.6,0.6,0.2641543,0.7657555,0.3470734
6,24,11,2,1,20,12,-30,flexion,0.24,0.6,0.6,0.2639444,0.7656915,0.3473116
-3,-13,-6,-2,-3,-32,3,46,flexion,0.24,0.6,0.6,0.2639444,0.7656915,0.3473116
13,5,-1,-2,-2,-21,14,31,flexion,0.24,0.6,0.6,0.263751,0.7656615,0.3474202
