ID; Timestamp; FrameNumber; ActivatedCube; ActiveCubeX; ActiveCubeY; ActiveCubeZ; TrackerX; TrackerY; TrackerZ; GoalGesture; GesturesAtempted; AttemptsInCube; State; Event
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.5098; 97; None; ; ; ; 0.2443654; 0.695919; 0.1308563; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.5208; 98; None; ; ; ; 0.2445203; 0.6974306; 0.1311455; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.5318; 99; None; ; ; ; 0.244592; 0.6993511; 0.1316776; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.5437; 100; None; ; ; ; 0.2443597; 0.7014942; 0.1324787; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.5547; 101; None; ; ; ; 0.2442631; 0.7031227; 0.1326416; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.5667; 102; None; ; ; ; 0.2440202; 0.705091; 0.1335552; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.5767; 103; None; ; ; ; 0.2435066; 0.7070998; 0.1344354; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.5876; 104; None; ; ; ; 0.2431311; 0.7086455; 0.1348825; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.5996; 105; None; ; ; ; 0.2425857; 0.7105247; 0.1358461; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.6106; 106; None; ; ; ; 0.2420643; 0.7123078; 0.1366148; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.6215; 107; None; ; ; ; 0.2415248; 0.7138815; 0.1369033; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.6325; 108; None; ; ; ; 0.2408799; 0.7155337; 0.1378164; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.6445; 109; None; ; ; ; 0.240085; 0.7170804; 0.1386199; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.6554; 110; None; ; ; ; 0.2394326; 0.7181526; 0.1387687; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.6664; 111; None; ; ; ; 0.2387045; 0.7195321; 0.1396315; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.6774; 112; None; ; ; ; 0.2376837; 0.7207857; 0.1403954; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.6884; 113; None; ; ; ; 0.2369863; 0.7220049; 0.1407161; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.7003; 114; None; ; ; ; 0.2362987; 0.7231802; 0.141504; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.7113; 115; None; ; ; ; 0.2352896; 0.7240618; 0.1420453; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.7223; 116; None; ; ; ; 0.2345873; 0.7248213; 0.1422422; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.7332; 117; None; ; ; ; 0.2338967; 0.7255754; 0.14294; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.7447; 118; None; ; ; ; 0.2329182; 0.7261847; 0.1435525; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.7557; 119; None; ; ; ; 0.2323319; 0.7266395; 0.1439493; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.7677; 120; None; ; ; ; 0.2317387; 0.7272894; 0.1445382; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.7776; 121; None; ; ; ; 0.2305793; 0.7276726; 0.144892; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.7896; 122; None; ; ; ; 0.2301029; 0.7280689; 0.1447964; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.8007; 123; None; ; ; ; 0.2296672; 0.7284423; 0.1451697; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.8116; 124; None; ; ; ; 0.22898; 0.7286441; 0.1453528; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.8225; 125; None; ; ; ; 0.2285683; 0.7290781; 0.1457682; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.8335; 126; None; ; ; ; 0.2282629; 0.7294278; 0.1461217; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.8455; 127; None; ; ; ; 0.2277149; 0.729615; 0.146333; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.8564; 128; None; ; ; ; 0.2274707; 0.7298149; 0.1467881; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.8674; 129; None; ; ; ; 0.2271809; 0.7300876; 0.1471813; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.8794; 130; None; ; ; ; 0.226867; 0.7302581; 0.1474898; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.8903; 131; None; ; ; ; 0.2266503; 0.7304769; 0.1479166; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.9013; 132; None; ; ; ; 0.2264306; 0.7307613; 0.1482227; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.9123; 133; None; ; ; ; 0.2263117; 0.7310702; 0.148438; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.9243; 134; None; ; ; ; 0.2262359; 0.7313446; 0.1484606; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.9352; 135; None; ; ; ; 0.2260911; 0.7317233; 0.1487467; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.9452; 136; None; ; ; ; 0.2259446; 0.7320063; 0.1489286; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.9562; 137; None; ; ; ; 0.2258199; 0.7322748; 0.1492238; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.9681; 138; None; ; ; ; 0.225684; 0.7326307; 0.1495962; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.9791; 139; None; ; ; ; 0.2255219; 0.732909; 0.1498749; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:39.9901; 140; None; ; ; ; 0.225384; 0.7332457; 0.150404; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:40.0020; 141; None; ; ; ; 0.2252862; 0.7336378; 0.150661; extension; 0; ; Moving to rest position; 
06262e3a-91a3-43f2-b2af-1d2151a2ca3a;2025-03-21 13:00:40.0130; 142; None; ; ; ; 0.2252032; 0.7340435; 0.1508884; extension; 0; ; Moving to rest position; 
