precision,recall,f1-score,support
0.9271523178807947,0.9523809523809523,0.9395973154362416,147.0
0.9658119658119658,0.875968992248062,0.9186991869918699,129.0
0.9324324324324325,0.9583333333333334,0.9452054794520548,144.0
0.8902439024390244,0.9125,0.9012345679012346,160.0
0.9258620689655173,0.9258620689655173,0.9258620689655173,0.9258620689655173
0.9289101546410543,0.924795819490587,0.9261841374453502,580.0
0.9268800499633354,0.9258620689655173,0.9257588282696071,580.0
