EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;SessionID;Timestamp
-7;-10;1;38;3;7;-3;-9;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8611
-5;-6;2;3;2;4;0;-8;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8631
5;6;-2;-39;-4;-9;1;6;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8631
2;2;-2;-5;-4;-2;0;5;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8641
-4;-8;0;22;2;5;-2;-4;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8641
-5;-7;2;12;1;1;0;-7;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8641
2;6;-1;-26;-4;-6;1;4;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8660
3;5;-1;-11;-3;-3;0;6;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8660
-2;-3;0;21;1;2;-2;-3;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8855
-5;-7;0;12;4;3;-2;-8;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8855
3;3;-2;-26;-2;-4;1;3;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8875
3;1;-2;-9;-3;-2;0;1;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.8875
-5;-4;2;20;1;1;-1;-3;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9095
-3;-4;1;6;3;2;-1;-4;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9095
1;5;-1;-21;-4;-5;0;3;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9244
0;0;-3;-1;-2;-3;-1;4;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9244
-4;-3;-1;17;0;4;-2;-4;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9254
-1;-1;-1;-1;2;0;-2;-3;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9254
2;1;-2;-14;-3;-4;0;1;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9304
-2;0;-2;3;-3;0;-1;-1;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9304
-3;-5;1;6;0;0;-2;-2;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9364
-1;1;-1;-1;-1;0;-1;-1;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9364
0;1;-3;-10;-1;-2;0;2;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9523
0;0;1;1;-1;-1;-2;1;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9523
0;-2;-2;4;-1;-1;-1;0;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9523
-1;-1;-1;-4;-1;0;-2;-2;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9533
1;1;-3;-8;-2;-2;0;-1;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9768
-2;0;0;-2;-1;-2;-1;0;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9768
-1;-2;-2;5;0;0;-1;-2;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9778
-1;-3;1;0;1;-1;0;0;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9778
2;-1;-3;-4;-1;-2;0;0;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9907
0;0;-2;-2;0;-2;-1;-1;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9907
-3;-2;0;5;-1;3;0;-2;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9977
-2;-2;-1;0;-2;0;0;-1;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:13.9977
5;5;-3;-16;-4;-4;1;8;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0366
-2;-6;-2;28;1;3;-1;-5;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0376
-7;-9;0;23;4;5;0;-14;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0376
2;6;-3;-35;-4;-6;3;3;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0376
1;4;0;-12;-5;-4;1;3;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0386
-2;-3;1;13;-1;2;-2;-1;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0386
-4;-8;-1;24;3;4;-4;-3;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0416
2;2;0;-25;-1;-4;2;1;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0416
4;6;-3;-16;-3;-6;0;4;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0486
-1;1;0;9;0;0;-2;-2;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0486
-6;-8;1;25;2;5;-4;-9;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0566
2;2;-1;-21;-1;-4;1;0;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0566
4;3;-4;-14;-4;-4;1;3;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0820
-2;-4;-2;15;-1;2;-3;0;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0820
-4;-6;3;15;2;3;0;-7;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0820
2;4;-1;-22;-3;-4;-1;0;33472b7c-137a-465f-a724-b0b42f0ad6a8;2025-04-25 10:33:14.0820
