EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;SessionID;Timestamp
3;-3;-1;1;-3;-1;-7;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6555
11;0;0;-1;-1;-2;-2;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6585
1;-1;-2;0;-2;-2;0;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6605
7;-2;1;-1;-2;-1;3;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6605
-5;2;-2;-2;-1;-1;6;-5;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6695
-2;-2;-1;0;-2;0;0;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6695
0;1;0;-1;-2;0;1;2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6815
9;-5;-2;0;-2;-2;-4;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6825
-7;-2;-2;0;0;2;9;2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6925
4;0;-1;-2;0;0;-12;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6935
-10;1;0;-1;-1;-1;1;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6945
0;0;2;-2;-2;-2;-5;-4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.6945
0;-3;-1;-2;-1;-3;-4;-7;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7224
-2;-2;-3;-2;-1;-2;7;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7224
-5;0;2;-3;-2;0;-3;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7518
5;1;0;-1;1;2;2;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7518
8;1;0;-1;-1;0;2;2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7528
-4;4;1;0;-1;1;-2;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7528
3;-4;-1;0;-1;-1;-1;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7538
-13;-2;-2;0;0;-2;-4;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7538
-7;-4;-2;-1;0;0;0;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7658
20;0;-1;0;0;0;4;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7668
22;1;0;1;1;-2;8;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7678
-15;-3;-1;1;-2;-3;-11;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7678
5;-1;0;1;-1;1;9;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7743
-3;0;-2;0;0;-1;2;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7743
-1;1;-1;-1;-2;0;-2;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7873
-5;-1;1;0;0;1;-1;-4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.7873
12;-2;-2;-2;-3;-2;3;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8023
-15;0;0;-2;0;1;-11;3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8023
-13;-6;-1;-1;-1;-2;1;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8202
3;1;-2;1;-2;0;0;2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8202
-5;1;-1;-2;-1;-1;-4;-5;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8212
-14;-2;1;0;-1;0;9;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8212
-8;-1;-2;-3;-1;0;-3;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8397
24;-5;-2;-1;-1;-1;-4;2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8397
-23;-3;-3;-3;-3;-2;0;-4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8516
-2;1;1;-1;0;-1;-7;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8516
-17;-2;-3;-3;-2;-3;15;5;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8526
-12;-1;1;-1;0;0;-2;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8526
-1;2;0;-1;3;0;0;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8536
-6;-1;-2;-1;-2;-2;5;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8536
12;3;1;1;1;-1;-14;2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8696
-12;-1;-3;-1;1;-1;2;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8696
4;1;-1;-2;1;1;10;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8776
-3;-2;0;-2;-2;-3;-30;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.8776
0;-15;-7;0;1;-1;-9;-16;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9175
2;-3;-5;0;1;0;1;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9175
-8;11;5;-3;-2;-2;3;10;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9185
-5;2;2;-3;-2;-1;1;4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9185
-9;-6;-4;1;2;0;0;-14;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9195
0;-6;-5;-1;0;0;-6;-9;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9195
-21;7;1;1;0;-2;0;9;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9300
-8;2;1;-1;-2;2;1;4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9300
33;-7;-6;-1;0;1;-4;-6;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9449
8;-2;-3;2;2;1;-10;-6;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9449
-9;13;4;-1;-1;0;12;8;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9599
0;2;1;-2;0;0;-2;3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9599
-4;-8;-4;-1;0;-2;-18;-5;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9669
-12;-5;-3;0;1;0;3;-6;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9669
19;8;3;0;-3;0;-5;8;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9848
-2;-3;2;0;-1;-2;5;3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9848
-9;-6;-4;-2;0;-1;2;-10;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9858
-3;-1;-2;1;-1;-1;-2;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9858
-12;4;3;0;-3;-3;0;4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9898
-6;-5;-2;-2;-2;-3;-4;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9898
-2;-8;-1;-1;0;-2;7;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9988
3;1;-4;-2;-2;-3;-2;-5;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9988
-5;0;-1;-2;-2;0;1;4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9998
-18;1;2;0;0;0;9;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:38.9998
-2;-7;-4;-2;-1;-3;-21;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0008
-1;2;-1;-1;-2;0;4;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0008
-11;1;0;-1;-2;0;1;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0272
0;1;-1;-3;-4;-2;0;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0272
0;-2;0;0;0;0;4;-5;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0422
1;0;-3;-1;-1;-2;-3;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0422
-2;-2;-1;-1;-1;-1;0;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0521
-9;1;-1;1;-2;1;2;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0521
-1;-1;-2;0;-1;-2;-13;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0531
-2;-3;-2;-1;1;-1;8;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0531
6;0;1;-1;0;1;0;3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0571
3;-3;-1;-3;-1;-2;-7;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0571
2;0;-1;0;-1;0;6;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0721
-4;0;0;1;0;-1;-7;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0721
4;-1;0;-1;0;-2;0;3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0940
5;-3;-2;-1;-1;0;-1;-4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.0950
0;1;0;-1;-1;-2;2;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1190
-7;3;0;1;-1;-1;4;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1190
1;-1;-1;-3;-2;-1;-1;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1210
5;-2;-2;-2;-3;-2;-4;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1210
0;-3;-1;0;0;0;4;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1220
-1;-1;-1;0;-2;0;-2;3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1220
40;4;-3;0;-1;2;17;2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1324
-5;-1;1;1;-1;-4;-43;3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1324
-15;2;1;-1;-2;-2;-6;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1474
4;-1;-1;-2;-1;-1;5;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1474
22;1;-5;-2;-2;0;1;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1554
-15;-7;1;2;0;0;-5;2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1554
-21;4;-1;-2;1;-1;1;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1624
5;1;0;0;1;0;3;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1624
-4;-1;-1;-2;-1;-2;-13;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1634
-7;3;-1;-2;-2;-1;11;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1634
20;-1;-2;-1;-1;-1;-8;3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1843
-5;1;-1;2;-1;-1;9;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1843
8;0;-1;-1;-2;1;5;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1923
9;2;0;-5;-2;-2;-14;-4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.1923
7;-7;0;-2;-1;-1;-6;9;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2073
6;-1;-2;-4;-1;0;8;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2073
-7;-2;-2;0;0;-1;0;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2142
-2;0;0;1;1;-1;4;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2142
-9;-3;0;0;-2;1;0;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2237
-3;-2;-2;-1;0;-2;-2;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2237
-4;-4;1;0;-3;-1;3;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2247
7;-2;-1;0;0;-1;-5;4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2247
13;1;-2;0;-2;-1;-2;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2367
16;-2;-2;-1;2;1;1;-4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2367
11;-1;-3;-1;-1;-2;-8;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2437
13;-1;1;-2;-2;-1;2;5;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2447
-8;3;0;-2;-2;-1;-5;-5;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2666
-11;-7;-3;-2;-2;-1;8;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2676
-6;-2;-1;-1;-2;-2;-1;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2746
-7;2;0;0;-2;-1;-1;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.2746
-6;0;1;0;1;-2;-9;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3045
-1;-6;0;0;-1;2;10;4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3045
-19;1;-2;-1;-1;-1;-12;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3195
10;1;-1;-1;-1;-2;-9;7;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3195
-19;-2;0;0;-1;-1;9;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3519
-13;5;2;0;-2;-2;-10;-4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3529
-4;1;-3;-2;-1;2;8;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3529
-3;-2;0;-2;-1;-2;-2;0;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3529
-2;-1;0;-4;-2;-2;-7;-1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3579
5;1;-2;1;1;-1;2;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3579
-3;0;0;-1;0;0;13;-2;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3599
10;1;-2;-1;-1;-5;-20;3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3599
1;-2;0;1;0;0;-6;3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3719
-7;1;-1;-1;-1;0;3;-5;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3729
0;-2;-1;-1;-1;0;1;-4;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3958
-7;-3;-1;3;0;0;9;-3;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3958
10;-2;-1;-1;-1;1;0;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3958
7;-1;-2;0;-2;-1;-6;1;8e1dd22b-633b-4f57-91be-2bc2cf08f0cb;2025-04-29 10:02:39.3958
