EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;SessionID;Timestamp
-1;-3;-4;-3;-2;-1;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.0719
-1;-1;-2;-1;-1;-1;-1;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.0758
-2;-1;0;0;1;1;0;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.0758
-2;-1;-2;0;0;-2;-1;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.0758
-1;5;1;-3;-1;-1;1;0;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.0758
0;0;0;-1;-2;-1;-1;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.0768
0;-3;0;2;-1;-2;-2;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.0788
-1;0;0;-1;0;0;-2;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.0788
-1;-2;-2;0;0;-1;0;1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.0998
-1;2;-1;-2;-1;-2;1;1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.0998
0;0;2;0;1;-1;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1048
-1;-2;0;-1;0;-1;-1;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1048
-1;-1;-2;-1;-1;-1;-1;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1357
-1;-1;-2;0;-2;-2;-1;1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1357
-1;-3;-2;-1;-1;0;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1357
-2;0;-1;0;-1;0;-1;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1357
-1;-2;-1;0;-2;-1;-1;1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1646
0;2;0;0;-1;-1;-2;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1646
-3;-1;-2;-1;-1;0;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1736
0;-2;-2;-2;0;-2;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1736
-1;2;-1;-2;0;0;-1;0;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1756
0;-2;0;-2;0;0;-1;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1756
-2;-3;-2;0;-1;-1;-1;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1806
0;-1;0;-1;0;0;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1806
-1;2;-1;-1;-1;0;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1846
-2;-1;0;-1;0;0;0;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1846
1;1;1;-1;-2;-1;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1945
-1;1;-3;-1;-2;1;0;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.1955
-1;-1;-3;-1;-1;0;-2;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2095
-1;-1;-1;-1;-1;0;-1;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2105
0;-2;-1;-2;-3;1;-1;0;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2115
-1;2;1;-1;0;-1;-2;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2115
-1;-1;-1;-1;-2;-1;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2334
1;0;0;-1;-2;-2;1;0;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2334
-2;0;-2;-1;-1;-2;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2344
0;-7;-2;0;-2;0;0;0;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2344
-1;3;0;0;0;1;-1;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2693
1;0;-2;-1;-1;0;-1;0;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2693
-1;0;-3;-3;0;-1;-1;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2793
0;0;-1;-2;-1;1;0;1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2793
-2;-3;0;0;-1;-1;-2;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2803
-1;-1;-1;0;-1;0;0;0;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2803
1;-1;-1;-1;-1;0;-1;1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2863
0;0;-2;0;-1;-2;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2873
-1;-1;-1;-1;-1;-1;-2;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2883
-3;-2;-1;0;-1;-3;-2;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.2883
-1;-2;-1;-1;-1;-1;-2;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3322
-1;1;0;0;-2;0;-2;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3322
-1;-2;0;-1;-1;0;-1;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3461
0;0;0;0;-2;-2;-1;0;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3461
-1;0;-3;0;-1;-1;-3;-3;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3471
-1;-2;-1;2;0;0;-2;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3471
-1;-1;-1;0;1;-1;0;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3481
-1;1;-2;0;-1;-2;0;1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3481
1;3;-1;-1;-2;-1;1;2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3511
-1;-4;-2;-1;2;-1;0;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3511
0;-3;-1;-1;-1;-1;-1;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3611
0;0;0;-1;-2;0;-2;-3;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3611
1;1;0;1;-2;-2;0;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3980
0;0;-1;0;-1;-1;-1;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.3980
-1;-1;0;-1;1;-1;-2;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.4000
0;-1;-3;-3;-1;-2;0;1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.4000
-2;-1;0;-1;-1;-1;-2;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.4010
-2;0;-1;1;-2;-1;-1;-2;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.4010
-1;-1;0;-2;-3;0;-1;-3;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.4499
-3;-2;-3;-3;-2;0;-2;3;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.4499
0;1;-1;-1;1;-1;-2;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.4509
-1;-1;-1;-3;2;-1;-1;0;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.4509
-1;2;-1;0;0;0;-1;0;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.4738
1;-5;-2;1;-1;-3;0;-1;8ddf4050-63d2-4193-bf29-1a5c784628a0;2025-04-25 10:10:36.4738
