EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;SessionID;Timestamp
0;-1;-1;0;-1;-3;-1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2752
2;0;0;-1;0;0;1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2782
-1;-2;-1;0;1;0;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2782
-2;-1;-1;-2;-1;-1;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2782
0;1;-1;-1;0;0;-1;-3;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2782
0;0;-1;-1;-1;-1;0;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2782
1;1;0;0;-3;-1;-1;-2;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2862
-1;-2;0;0;-2;0;-2;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2872
-2;-2;0;0;-1;-1;-1;1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2882
-1;0;0;-1;-1;-1;-2;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2882
1;-2;1;-1;0;-1;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2922
-2;-2;0;-3;0;-1;1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.2922
0;-3;0;-1;0;0;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3071
0;1;-1;-1;1;-1;-1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3071
-3;-1;-1;-1;0;-1;-2;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3161
0;0;-1;-1;-1;0;-2;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3161
-1;-2;-2;-1;-3;-1;-1;-2;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3301
-1;-2;-3;-2;-2;-1;-1;-2;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3311
-1;-1;-1;-2;-2;0;-2;-2;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3341
-1;-1;0;-1;-1;-1;0;-2;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3341
0;-1;-2;-2;1;0;-2;1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3366
-2;0;0;0;0;-3;-1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3366
-1;0;-3;0;-2;-1;-2;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3535
-1;-1;-1;-2;-2;-1;-1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3535
0;-1;-2;1;-1;-1;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3595
-1;-1;0;-2;-1;0;0;-3;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3595
1;0;-2;-1;1;-1;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3765
-2;-1;-1;1;-2;-1;0;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3765
-3;1;1;-2;-1;-2;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3825
-1;-1;-1;-2;-1;-1;-1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3825
1;-1;0;-1;-2;-1;-1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3844
-1;-1;0;1;-2;-1;0;-2;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.3844
0;0;-2;0;-2;-1;-1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4054
-2;-1;-1;-2;-4;-1;-1;-2;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4064
-2;-2;-2;-2;1;-1;0;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4074
0;-1;-1;-1;0;-1;-2;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4074
-2;-1;0;-1;0;-2;-2;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4273
-1;-2;-1;1;-1;0;-2;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4273
1;1;-1;0;0;0;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4353
0;-1;1;-1;0;-1;-1;-3;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4353
-1;0;-3;-3;-2;-2;0;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4503
1;-2;-2;-1;0;-1;0;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4503
-1;0;-1;-2;-1;0;1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4752
-1;-2;-2;-2;-1;-1;-1;-3;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4752
0;0;-2;-1;-1;0;1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4762
0;0;1;-1;0;0;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4762
-2;0;0;-1;-2;-1;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4952
0;-1;-1;-1;0;1;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4952
-1;-1;0;0;1;-2;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4971
0;-2;-2;0;-1;-1;-1;-2;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.4971
0;-1;-1;-1;0;-1;-2;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5026
-1;-3;-4;-1;-1;-1;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5026
-1;-1;1;-1;0;-1;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5186
-1;-1;-1;1;-2;-2;-1;1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5186
1;-1;0;0;0;-1;1;-2;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5196
0;1;-1;0;-1;0;-2;1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5196
-1;-1;0;-3;1;-1;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5206
-1;0;0;-1;-1;0;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5206
-1;0;-1;-1;-1;0;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5405
-1;-1;-2;0;0;-1;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5405
-1;-2;-1;1;-2;-2;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5475
0;0;1;-2;-1;0;-1;1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5475
0;-1;0;1;-1;-1;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5485
-1;0;-1;-1;1;0;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5485
-1;-2;-3;-2;-2;-1;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5695
2;-1;-1;0;-1;0;-1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5695
-2;-1;-2;0;-1;-2;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5854
-1;-1;0;1;-1;-1;-2;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5854
-1;0;-1;-2;-1;0;1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5864
-3;-1;-2;-2;-1;-1;1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5864
1;1;0;0;-1;0;-1;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5914
0;0;0;0;-1;-1;-2;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.5914
-3;-1;-2;-3;-2;0;-2;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.6143
0;-1;0;-1;-1;-1;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.6143
-1;-2;-1;-2;0;-1;-1;1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.6293
0;0;0;0;0;-3;-1;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.6293
-1;-1;2;0;-1;0;-2;0;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.6542
0;-1;-2;0;-1;-1;-2;-2;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.6542
0;-1;-1;0;-1;0;0;-1;98868469-40d6-4135-b19c-661846d303ff;2025-04-23 14:30:17.6542
