EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;SessionID;Timestamp
3;-1;-5;-3;0;0;-2;-2;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.2970
-3;-3;-3;0;-1;-3;-1;-3;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.2999
-1;-1;4;-3;0;-1;-1;-1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.2999
-3;-2;-5;-2;-1;-1;-1;-1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.2999
1;-3;1;-1;-2;0;-1;1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3009
3;0;2;1;-1;-1;-1;1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3009
2;4;-2;-1;-1;1;0;0;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3314
8;-1;-2;-1;-1;-2;0;1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3314
4;-2;-4;4;1;0;-1;0;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3613
-13;0;1;1;0;-1;1;2;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3613
-4;-4;-3;-1;-1;0;-2;1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3693
0;0;-2;-1;-1;-1;1;-2;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3693
3;-2;0;-3;0;-1;0;-1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3703
-16;5;-2;1;0;2;-2;-1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3703
-1;-1;1;-3;-2;-2;-3;-1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3723
-5;0;5;0;0;0;0;-2;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3723
-4;-2;-2;0;0;-1;0;-2;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3992
6;-1;-2;-1;0;-1;0;-2;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.3992
-4;-3;3;3;-2;-1;1;1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4022
2;-1;1;-3;-1;1;0;-2;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4022
4;-2;-2;-1;-1;0;0;0;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4047
-12;2;0;-1;-1;-1;-2;0;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4047
-1;-3;-3;0;0;-1;-2;0;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4346
-4;-2;0;0;-1;-3;-1;-3;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4346
0;-1;2;0;1;1;0;-1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4665
-1;-3;-5;-1;-2;0;-1;0;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4675
-3;-2;-3;0;1;-1;-2;-1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4675
13;-4;-2;-3;-3;0;-1;1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4675
-7;0;0;-3;-1;-1;2;-1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4745
10;-4;-2;-1;0;0;-2;1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.4745
-1;1;-1;-1;-2;0;0;0;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.5049
-3;-1;-3;-1;-2;-1;-1;-1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.5049
1;-1;-1;-4;-1;0;-3;1;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.5059
5;-1;-1;0;-1;-1;-1;-2;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.5059
2;2;-2;-3;-4;-1;0;-3;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.5069
5;-5;-4;-3;0;-1;-1;2;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.5069
-5;1;4;0;0;1;-1;-2;ecb6828d-9adc-47d2-9431-444beb0c54c9;2025-04-23 13:53:20.5119
