EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;SessionID;Timestamp
0;1;5;3;-3;-2;0;1;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3287
2;0;2;0;-3;-2;-1;0;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3327
-3;-2;-4;-1;1;1;-1;-1;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3357
-2;-3;-2;-2;1;-1;0;-3;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3367
-1;2;1;0;-2;-2;-1;0;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3367
0;-1;0;-1;-2;-2;1;0;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3367
-2;-3;-3;-3;-1;-1;0;0;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3453
-2;-3;-4;-1;1;0;0;-3;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3453
0;-1;-4;-2;-1;0;-1;0;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3478
-2;-2;-4;-2;1;0;0;0;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3478
0;1;2;1;-1;-1;-1;-2;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3488
0;1;0;-1;-4;-1;0;0;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3488
-2;-3;-2;-3;-1;1;0;0;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3737
-2;-1;-3;-1;0;0;-2;-2;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3747
2;-2;0;1;-2;-1;0;0;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3747
-1;1;0;-1;0;-2;-2;1;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.3747
0;1;-3;0;2;-2;-4;-2;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.4031
-2;-1;-2;-3;-1;-1;-1;-2;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.4031
0;0;1;-1;-2;1;0;1;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.4201
-1;0;-1;-1;-2;0;0;-1;2d45d544-fc68-4786-900f-76773a099e26;2025-04-23 14:26:52.4201
